District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Crop_Label_22,_orig_id,Season_enc,District_enc,Crop_enc,Crop_22_enc,Production_log
Narayanganj,Kharif 2,Aman,17714.404685380876,80.1403948794129,49.36817279542058,40.42640900423327,6.444153823828269,25.74991331200251,11.998216657293533,40.249187864929866,74.09504584983213,86.28779732206694,60.32197643055176,168.0290123314166,7725.994490617659,rice,42,1,42,0,15,8.952475254929274
Rangamati,Kharif 2,Aman,20269.795456921755,81.4965218114883,46.16320447992334,39.90640727648721,6.4305238292841365,25.972772622740408,12.068548150149397,39.77128644249035,71.82456437165192,85.2107346144424,58.74423351785699,207.8248320295197,25016.188347824624,rice,54,1,54,0,15,10.12731840152016
Bandarban,Kharif 2,Arhar,4749.37474409266,20.41056773441305,65.7828276656325,20.584381315764897,5.783034387193689,28.0028822286866,26.2829140333816,29.738575589108777,35.133418527772854,50.18275768144651,20.788445318133903,239.872139018216,6906.321049603013,pigeonpeas,65,1,1,1,13,8.84033714978128
Bhola,Kharif 2,Arhar,0.0,22.52934771953959,70.0466504203133,19.805259410312008,5.761909570093516,28.006780954650395,25.78626969077128,29.999716387409038,35.0997370977763,49.97038395376712,19.63249957107913,190.1122028083843,9819.461793109189,pigeonpeas,68,1,4,1,13,9.192223426017701
Bogura,Kharif 2,Arhar,7253.131798338489,19.747766703337263,67.18946969725046,20.326183806350333,5.782052591298519,27.99962367449808,25.720904030560227,30.461231924366125,34.18118395104848,49.23853056543027,21.75067261008515,145.1499534789837,15199.14312736275,pigeonpeas,69,1,5,1,13,9.6290601230639
Chandpur,Kharif 2,Arhar,0.0,20.920737084053112,69.54302687536351,20.207633261708786,5.762901668351724,28.121777291395748,26.40122157466512,29.483023869583647,36.3388758360742,50.86268234169675,20.13057330741457,169.4254407329846,2101.573512656102,pigeonpeas,71,1,7,1,13,7.650917355638289
Chattogram,Kharif 2,Arhar,0.0,24.610618453497363,68.82407629783327,19.503191232848565,5.780130913120877,28.307673679117183,25.957648603258544,30.457989775422494,35.01119860486995,50.38179669373741,20.96448966920034,237.61501433565135,13145.174230824116,pigeonpeas,73,1,9,1,13,9.483886062259513
Faridpur,Kharif 2,Arhar,0.0,21.79757281326204,69.8972950395804,21.00672850872884,5.787976795904696,27.761731578103603,26.280944180053076,30.00428461849341,35.38520023187839,49.60976635593292,20.66288477216409,155.35115214940598,4641.728765132561,pigeonpeas,79,1,15,1,13,8.443057568293398
Feni,Kharif 2,Arhar,0.0,18.77946144263562,69.14873620198057,19.23583718343777,5.801704569637617,28.218856965280875,25.954700887798023,30.16750231186367,36.40680196528931,49.78323967442894,21.42367504077085,251.05155547795465,13190.411592986904,pigeonpeas,80,1,16,1,13,9.48732125992349
Gazipur,Kharif 2,Arhar,0.0,23.94001049368595,69.36602173994997,21.5267651410804,5.794093781262951,28.113000397066077,26.01074275093309,29.642193554765147,35.5046426523838,51.09415310986778,19.606401304613613,162.7751009679889,5819.317843523348,pigeonpeas,82,1,18,1,13,8.669110151523522
Habiganj,Kharif 2,Arhar,580.9605171878566,24.96377934075148,67.65381387957623,22.2313994669249,5.784937003741946,27.995140559820022,26.003781399317106,30.163198885917744,35.277112908918,49.38223081168572,19.83672969025259,335.27031542003823,7271.420053722825,pigeonpeas,84,1,20,1,13,8.891844397352292
Khagrachari,Kharif 2,Arhar,1723.2377535076637,21.323539290460097,68.30014874710807,20.316472500674887,5.786581704753322,27.795258491948847,26.05466402058072,30.207072612003763,34.86301336771607,49.922136681764485,20.19647409417199,198.168489136468,15889.63293853196,pigeonpeas,90,1,26,1,13,9.6734850912442
Khulna,Kharif 2,Arhar,107.57869182011775,19.4882889349304,66.70454030362353,20.551252476813875,5.787829275183646,28.103136075113408,25.97865391924577,29.961150620875934,34.835732614492265,49.98550573031695,18.416043516853826,150.14133893126018,14473.701199672734,pigeonpeas,91,1,27,1,13,9.58015765971848
Kishoreganj,Kharif 2,Arhar,3778.128086267595,20.44530632669544,68.16204035687903,20.46232028699332,5.78771579470869,27.994914119521024,25.90608465973046,30.411791356184715,34.59735253627584,49.3863676849398,19.084998473500733,185.10463280631868,2491.2029188425718,pigeonpeas,92,1,28,1,13,7.820922304699226
Lalmonirhat,Kharif 2,Arhar,6679.167028732338,17.25122971157462,65.07299640222635,18.835268542819907,5.801392231626451,27.95525582600893,25.711816097564338,29.92815891275721,35.51877306701345,49.71344581549377,20.16492799699316,179.48688499403085,14464.718957202766,pigeonpeas,96,1,32,1,13,9.579536919403745
Naogaon,Kharif 2,Arhar,0.0,21.5091497829506,69.14180311758578,21.59479127252584,5.780328850353327,27.85365166426767,26.02354179142604,29.7902689676596,34.62663247464766,49.15688294528832,20.477208554318523,117.50593845646937,3348.120278476472,pigeonpeas,104,1,40,1,13,8.116452986892932
Narayanganj,Kharif 2,Arhar,0.0,21.55069852751789,66.69447951212976,22.16602108662851,5.8164958391936095,28.09457476274473,26.6822937214073,29.855455895951035,35.83135243458527,49.91413860413464,20.2187616431693,173.0992395460472,12192.916240586082,pigeonpeas,106,1,42,1,13,9.40869243754029
Narsingdi,Kharif 2,Arhar,0.0,20.019046013695856,64.52405949023054,20.13956372761665,5.791700101495136,28.29724614796595,25.706276736807148,29.634578796745743,35.80118652720856,49.23387251556719,19.3829973262786,168.72786841744562,4478.271940466821,pigeonpeas,107,1,43,1,13,8.40721579891366
Natore,Kharif 2,Arhar,3188.0006844472573,21.491140053706555,67.52337451685379,21.92671392325663,5.809615179534945,27.535100031209776,25.89444582615325,30.003187962809584,34.247952029012026,50.690474888976695,19.337425504931545,131.95807665456036,32378.03391226716,pigeonpeas,108,1,44,1,13,10.38526639084666
Noakhali,Kharif 2,Arhar,0.0,23.65164073572686,66.27982392667207,20.92644810960952,5.786541234968511,27.798172913859798,25.51919153286304,29.922530094695794,34.64059268078217,50.156338725356576,20.702496739952007,184.9737572341197,13376.358678234015,pigeonpeas,111,1,47,1,13,9.501318905990919
Pabna,Kharif 2,Arhar,129.6104838855345,21.963195768387948,68.81241391175271,19.72560022387833,5.77786596253904,28.58838569340852,25.95062455154561,30.333519333245704,33.62863376725675,48.80292605640859,19.91062600985524,118.97474140387364,3135.609882089897,pigeonpeas,112,1,48,1,13,8.050897840269197
Panchagar,Kharif 2,Arhar,508.05107493180935,19.10168441972609,67.89189993761312,18.346774314869077,5.783628020645166,27.790209697237945,26.15184228102146,30.507966992722405,35.642006694598074,51.35485727581232,19.2106878160386,151.21366941541518,370.4496462781988,pigeonpeas,113,1,49,1,13,5.917413313324374
Patuakhali,Kharif 2,Arhar,2784.770682170351,17.955707131495764,69.7062445567826,18.347589257313174,5.785106899066015,27.893665163239568,26.31193101564873,30.13328463172994,35.307763584144155,48.98322842765698,18.785995727905423,202.3259160553652,12316.373439344916,pigeonpeas,114,1,50,1,13,9.41876601949989
Pirojpur,Kharif 2,Arhar,0.0,23.996303621429977,68.5762402619784,19.04853142334878,5.793714744495225,27.944151575330807,25.906456846258628,29.805607878747622,34.32052326831705,49.35547170736476,20.81756926185401,179.52333067020794,13217.21705020692,pigeonpeas,115,1,51,1,13,9.489351236701065
Rangamati,Kharif 2,Arhar,0.0,17.80477943491794,67.74437053155772,19.94800875954613,5.792221405758911,27.89046769562916,25.86724711318072,29.943356907311472,33.996012225896834,49.78263705936227,20.112400493958237,197.16441322017843,5589.03799129959,pigeonpeas,118,1,54,1,13,8.628741362422936
Shariatpur,Kharif 2,Arhar,0.0,18.643377225745844,67.66058557110478,19.84345293432912,5.775609711649779,28.300383012499,25.741917079369877,29.653715497470703,36.09598140537497,49.82936248394006,19.45611449228321,157.3789863567646,6292.17562983162,pigeonpeas,121,1,57,1,13,8.747221091898277
Sherpur,Kharif 2,Arhar,4606.676708813399,24.973817626404013,64.50430566215373,19.24977975654795,5.795691303109443,27.95332485414427,25.941178549694506,29.620717921469332,35.002434061832986,50.65415699375202,20.26291913040783,176.33953144676613,12144.615035276842,pigeonpeas,122,1,58,1,13,9.404723481181383
Sylhet,Kharif 2,Arhar,0.0,21.23318131383164,69.05762846087725,18.70819945271978,5.786959928946343,28.337357678614225,26.335854131803035,29.8596147721058,35.19691180977689,50.33386625438459,19.96397247517212,331.7536796711729,1252.204704670991,pigeonpeas,125,1,61,1,13,7.1334593131972195
Bandarban,Kharif 1,Aus,27372.23095997825,73.7291001084961,47.3048277197497,40.40109343556211,6.411568053969619,25.95196416712209,11.825101053126405,39.89978655811771,73.23537339150386,85.06164252534525,61.39201647119702,241.77999920885063,18523.52902493188,rice,129,0,1,2,15,9.826851026085734
Barishal,Kharif 1,Aus,42398.29642593772,77.9938420571953,47.50696903960856,40.34408760618462,6.418803246986764,26.08820793896738,11.8152426677946,39.70989073336544,71.98753525268528,85.64219550089013,59.40377141055152,173.7529520628449,24595.943471092512,rice,131,0,3,2,15,10.11037746505831
Bogura,Kharif 1,Aus,86131.90246228475,76.0340560628453,47.24655228420316,37.57102913249614,6.433480137386171,25.957993638332223,12.038695402718693,39.76155041818789,72.37901494537851,86.01279983189603,59.98272881759643,147.67228116133552,70008.85110382382,rice,133,0,5,2,15,11.156391241184577
Brahmanbaria,Kharif 1,Aus,27195.778039881257,77.48409420954535,46.39950487189984,39.33157344412617,6.415920920943264,26.240815405569013,12.29145100555453,40.12186294060911,73.39492503955614,84.64865784756081,59.986368257534494,185.94544212416903,52873.92699878737,rice,134,0,6,2,15,10.875684535710034
Chandpur,Kharif 1,Aus,22195.91138269017,79.05781667444296,48.81274026280615,38.72603200956532,6.420959402560931,26.29192278814805,11.799527262620549,39.88060633382169,72.4283612344853,84.52684385090528,60.66415894354018,167.04839561510815,25420.33399798802,rice,135,0,7,2,15,10.143344021650853
CoxsBazar,Kharif 1,Aus,8621.97820701373,74.37619963407727,48.17942755248534,37.68346773927935,6.430542846016678,25.796438300200062,12.174802855948332,40.07713002875441,72.27402707539862,84.90206987483432,61.5312859773505,306.9693969297192,53.580654792371206,rice,139,0,11,2,15,3.9996795121369804
Dinajpur,Kharif 1,Aus,40249.87719836496,78.78350873649882,48.2583305468737,38.10859517935587,6.398027203997104,25.982166693582187,12.220101446063149,40.11240637515857,72.15625982337214,84.25298019008336,60.319457138148,155.75572057770145,23963.41538752686,rice,142,0,14,2,15,10.084325316867927
Faridpur,Kharif 1,Aus,32609.5343041209,82.89907032419379,46.44600710575857,40.75670370382907,6.433035008418945,25.867198473884983,12.171556955355078,40.32044721049769,72.35856800399642,85.15748977570506,59.7036019111566,155.8188627078074,5300.023308177106,rice,143,0,15,2,15,8.575655157917794
Feni,Kharif 1,Aus,29219.588214848176,79.29500597915181,47.79463504611554,37.38279005423776,6.4171066011758775,26.187956266563567,12.176396560344308,40.469705404737326,71.12223952744951,86.46558256373936,59.83857070710726,249.71546182521985,25543.17744232107,rice,144,0,16,2,15,10.148164680906705
Gaibandha,Kharif 1,Aus,29286.397169681677,83.14739064454207,47.64178831594848,37.77222365940691,6.429734653971861,26.156946131798204,12.055129834985744,39.92473669044172,72.27750478866399,84.99005965981355,60.10248150250119,174.77412363280118,41516.50864857451,rice,145,0,17,2,15,10.63387051239243
Gazipur,Kharif 1,Aus,137.05186054617295,81.02449390871939,50.93939562483886,40.53104470191499,6.4209562374197775,25.707790660383264,11.55912139816564,39.46010017486283,72.56291628812012,83.7472340295156,59.665366336419936,174.1363363126019,15282.626189259345,rice,146,0,18,2,15,9.634537350616515
Gopalganj,Kharif 1,Aus,3638.748294152323,81.13260364529286,44.98069330038832,41.79418572351123,6.446331051005026,25.65789996230407,11.956949946537616,39.90759058801683,73.64487473860933,84.37622233327069,61.0600903720719,157.54468016961977,18000.485240629496,rice,147,0,19,2,15,9.798209546842566
Jashore,Kharif 1,Aus,47611.22978093986,79.00297647762088,46.20511607170429,38.90168003476858,6.423194789516843,26.129795630537785,12.11359812815883,39.58320991084337,72.08165376499522,86.17096719925195,59.60453627124171,132.592093959093,66628.80401300715,rice,150,0,22,2,15,11.106907264129582
Jhallokati,Kharif 1,Aus,46288.7524225379,80.97596799522408,50.8713278948645,40.4186502725897,6.432927084453633,26.07075241267245,12.474615834388452,39.98357952237535,72.14203823645485,84.70496393436069,60.41196311032647,170.22506490836128,20266.232946201813,rice,151,0,23,2,15,9.916760720320227
Khagrachari,Kharif 1,Aus,9205.268702621144,76.55119799675934,47.75859469968426,39.15222163945141,6.4224937659011285,25.75678201887942,11.994408631355984,39.8146524385881,72.73744530452979,86.06401315109855,59.93211221794365,205.12341196286437,18719.45169557841,rice,154,0,26,2,15,9.837371878777791
Khulna,Kharif 1,Aus,17947.62186183044,81.71416473329973,47.90245932647466,41.963442047342326,6.430043930035015,25.99282579348291,12.140856050205096,39.53999287731876,72.94335919090183,84.57275139952411,61.02043230859114,138.61261248121423,26183.349206166466,rice,155,0,27,2,15,10.172917152716224
Kishoreganj,Kharif 1,Aus,70196.82736047683,81.5621859574032,47.986940394665,40.25206479244228,6.419591821586508,25.609900802242446,11.908682117135774,39.38226262650211,72.21184674480018,84.35255669368279,61.139802256114656,174.1978413278472,64973.76289784824,rice,156,0,28,2,15,11.08175421037411
Kurigram,Kharif 1,Aus,15981.902917612486,81.79366927917319,45.83054874727769,39.64504194533495,6.433404585172993,26.019768463220657,12.15462718561932,40.07768069057629,72.65106197615117,84.93178332522916,60.31864072800914,185.5517645205652,33960.44622153779,rice,157,0,29,2,15,10.432981225547318
Kushtia,Kharif 1,Aus,68796.40398982372,79.18003531223553,48.3043615494195,40.162455496705896,6.431481860195328,25.868834150152196,12.353457379729017,40.02354904679259,72.16404302454613,86.18864464880825,60.56819558292042,128.82685229380786,72918.47251372132,rice,158,0,30,2,15,11.197110994999585
Lakshmipur,Kharif 1,Aus,75482.14784384714,78.21858897619158,44.99970470886941,39.40651209413529,6.39974102836157,26.43689146212273,12.07900977081526,40.15639701403804,71.9618973967384,85.00990177127808,60.1886264957385,185.4283775086085,63464.88540569384,rice,159,0,31,2,15,11.05825780281129
Lalmonirhat,Kharif 1,Aus,21269.56167599259,79.80135697483327,46.97195974058732,40.50818501451336,6.420206074012034,25.95220930368645,12.115661193767156,40.04045623267656,73.38434114934564,83.97414185058483,59.92001850918987,178.66634307028488,19874.265859391548,rice,160,0,32,2,15,9.897231316006227
Madaripur,Kharif 1,Aus,0.0,82.0056945975573,47.08537603174709,38.73142845735205,6.448242150698293,26.45179326296345,11.5487655085007,40.09201076770252,72.50074361822423,85.93633643225229,59.02674239426432,161.41109214066387,18409.59213201305,rice,161,0,33,2,15,9.82068143731733
Magura,Kharif 1,Aus,17954.177267881656,76.63090185488949,47.69349138572216,41.253911259398336,6.437377860580719,26.095880036420382,11.355310035228731,40.13886791760284,72.08624303910733,85.36174530731118,60.96442310050328,137.03146519313066,26616.03001136953,rice,162,0,34,2,15,10.189306515903898
Manikganj,Kharif 1,Aus,14526.893706648694,79.96551556521412,47.49120800819586,39.40294337166195,6.438679028395792,26.166704406872626,11.82929605628044,39.74993317170995,72.69338867967367,83.99439213723377,59.65771280412349,167.80191625936354,2932.012153798236,rice,163,0,35,2,15,7.98378521278006
Meherpur,Kharif 1,Aus,55845.06956109431,75.40364199981661,48.01433023187354,40.94149954891364,6.443435785426488,26.094353546103846,12.017849822602976,39.99999413814408,73.29797750370278,84.49903784135705,60.66781369093994,134.30234850132578,71636.5422419618,rice,164,0,36,2,15,11.17937454852252
Munshiganj,Kharif 1,Aus,2691.222005491842,82.33867903084314,47.64318429770776,40.06539217667878,6.42224081918809,26.30630969862225,12.064622663711368,39.71377836854977,72.77119461645556,84.8868523095417,59.22669337393821,175.6112176764656,13772.624733932766,rice,166,0,38,2,15,9.530510791209965
Mymensingh,Kharif 1,Aus,62617.4181376312,80.48719508556954,46.24229209939124,40.760969080589184,6.441652525067454,26.175798852530026,11.834789683017764,39.47170324179831,72.90646698085364,85.66840820942721,59.33071040032438,182.72623904468347,48537.77931647826,rice,167,0,39,2,15,10.79011833097258
Narail,Kharif 1,Aus,13563.655368015254,81.33304212404356,50.25442144180407,40.6995834972976,6.447024947469576,25.687925588283782,11.983970419721938,39.94476932287106,72.49533176009756,85.27233227793892,60.08976633518367,140.7307548311663,28849.093510660223,rice,169,0,41,2,15,10.269868513201711
Narayanganj,Kharif 1,Aus,13497.72917001769,78.50512065469897,47.75702617707309,37.80509156051656,6.421191066460056,25.621809807761515,12.030529146707613,40.40190674188504,73.83395107165823,85.78471012051884,60.95629758564884,171.66006062237693,11363.630012739704,rice,170,0,42,2,15,9.338261180784409
Natore,Kharif 1,Aus,16419.696649011606,80.87749412167277,47.98394493983524,39.63787072172835,6.428415092070485,26.197229612512608,11.83542458707598,39.9047243215185,72.45368458545569,84.26874009485434,59.357873817799536,116.2233666184556,37152.00434770302,rice,172,0,44,2,15,10.522799917608292
Netrokona,Kharif 1,Aus,8116.272859452064,81.40104788184328,46.60395889969704,37.431710396912194,6.439746635299135,26.018790374151266,11.884789371577275,39.59445276923986,72.19408128073468,85.03344638554614,58.93665159558198,177.8712927255442,18363.336147823236,rice,173,0,45,2,15,9.818165809918597
Nilphamari,Kharif 1,Aus,0.0,81.92472853986551,47.93846595393261,39.983040114263744,6.428736153451768,26.07268286173084,12.549338379071278,40.40415691980383,72.7827941935599,84.62548432257977,60.54424608742327,178.5921655996896,6454.668738138776,rice,174,0,46,2,15,8.77271389793613
Pabna,Kharif 1,Aus,52148.633076171216,79.37466633291127,47.96699889209125,38.9529530236463,6.441013669805881,26.19288332782437,11.929672168740565,40.38661881186725,73.29815201318068,84.50269318773323,60.77593808031797,128.38872601673393,49638.36350869288,rice,176,0,48,2,15,10.812539417090749
Pirojpur,Kharif 1,Aus,31486.66749878444,81.04526089881557,49.23208863339981,41.26137816615519,6.4446425055103775,26.09550297020513,12.04875677954212,40.13849318317352,72.071583820473,83.82800154905395,59.99802161311917,172.86495536592682,51372.89262994567,rice,179,0,51,2,15,10.84688539691797
Rajbari,Kharif 1,Aus,10643.03351126667,78.39670539070235,46.21668436201758,39.58278535649293,6.435669651131309,26.13355883749321,12.051007590990766,40.286135501006704,73.68328341750835,85.06332023304648,61.07579766574094,154.01773370563305,9263.66776721866,rice,180,0,52,2,15,9.133963279168652
Rangamati,Kharif 1,Aus,14660.811025190997,83.88157623896471,45.9813544950193,39.59769458382044,6.446022308100071,26.1263146098438,12.105356813190928,39.90282870529395,70.75721918567386,85.74197605885065,60.3092350554812,208.0372440769664,20277.830214194557,rice,182,0,54,2,15,9.917332774295634
Rangpur,Kharif 1,Aus,68790.17107201068,77.1138457494386,47.60455994610901,39.536562001162906,6.45010587848823,26.796489600352373,12.055305491035368,39.860323423763965,72.33354160641191,85.5162910051003,60.255307373561536,183.1253912167066,80814.78821623763,rice,183,0,55,2,15,11.299927624137156
Satkhira,Kharif 1,Aus,17403.505668576425,76.65898183062262,52.09664705158073,38.2852871069615,6.434099995093506,25.976126854682352,11.842220282912244,39.77056170037528,72.81902035483091,84.11818594578823,61.13089547111221,144.01588589673705,38637.848802139415,rice,184,0,56,2,15,10.562013494977343
Shariatpur,Kharif 1,Aus,31751.683647269485,83.06778670606501,46.70075896647638,40.10221749966537,6.425584005866287,25.4987610486697,12.2353198668388,39.96799580164053,72.28265708204337,84.9816084835348,59.21612873231198,154.56864166416102,16752.741902834434,rice,185,0,57,2,15,9.726376909487923
Sherpur,Kharif 1,Aus,11080.111921990982,80.43321650344501,47.3454337709429,39.53542524983462,6.452242201654466,25.759309355303078,11.8187763149089,39.62406691130809,71.7511532615852,84.22803774554687,59.81813840100094,183.60588372555168,3661.90797473248,rice,186,0,58,2,15,8.206012639540072
Sirajganj,Kharif 1,Aus,35851.75441702794,78.30313501206037,47.61676447569967,37.95332862029613,6.451327942613346,26.25113497016917,11.720557837170558,39.45175227189404,70.5644495177869,84.41090543572167,59.44905336932994,135.51349820644808,44945.21812160732,rice,187,0,59,2,15,10.713221901134556
Sunamganj,Kharif 1,Aus,60313.55823270707,79.60151295964037,47.37733058950686,37.50079104922144,6.417792513203379,26.088521440322538,12.231907109229756,39.8348249877353,73.92091868013095,85.21414178199406,59.912647897162046,335.9908538834688,52074.044072116405,rice,188,0,60,2,15,10.86044111244886
Thakurgaon,Kharif 1,Aus,54141.21366473419,82.94120972998354,48.08033740724953,38.17189313325919,6.452623926241622,26.208539115057988,12.516135682982968,40.409553011626215,72.68225180056635,85.23377077412641,60.13630424382471,154.0638176852877,76707.41932806661,rice,191,0,63,2,15,11.247766750927802
Bagerhat,Rabi,Banana,17726.19849098086,98.17965504881008,81.42626202896973,51.11631511793849,5.99229858949967,25.122788970231547,15.311703580848167,34.938770089945265,79.65657278513976,85.21613116997503,74.77783848398256,150.00944449031812,2512.507514715605,banana,192,2,0,3,0,7.8294344728697975
Bandarban,Rabi,Banana,9257.219161224446,99.73167840873997,84.44974280704852,49.37773596775597,5.975557571241882,25.31967391023099,14.851164658352978,34.99090588859618,80.73620897545446,84.18538252049888,75.2279271804802,247.0000204647292,10287.48350813194,banana,193,2,1,3,0,9.23878044266427
Barguna,Rabi,Banana,6553.117938217503,97.80551934097772,82.40348319225852,50.76815092807238,5.979935209394364,25.42197670888899,14.814065126824486,35.315735255922114,79.78712725786855,84.90169585379087,75.35603599771981,213.10182756078493,21769.377096291577,banana,194,2,2,3,0,9.988305475910982
Barishal,Rabi,Banana,11650.608468843231,99.75738301737064,82.23255876283228,48.9679793201032,5.9784997341098896,25.20688845671359,15.271954139738456,34.995818381492555,79.77471998586546,84.22781812275679,76.20239213489926,176.57212034971622,8657.00610820792,banana,195,2,3,3,0,9.066239733500398
Bhola,Rabi,Banana,229.3112025529977,98.7559883258992,83.10833470995497,49.56545510485928,5.969486582485144,24.9869654336248,15.065464318388823,34.94343964963041,79.0266942444969,83.67573121915011,74.92184387350456,191.3102573321785,15196.15831169,banana,196,2,4,3,0,9.628863736178154
Bogura,Rabi,Banana,713.9625317323932,100.9388137816639,84.21769405582017,49.26885652669757,5.987164758607892,25.30210545375964,14.531666579341287,34.9240008471267,79.44216954985193,85.74766057389427,76.0777071691446,145.28588053480726,23009.419455349314,banana,197,2,5,3,0,10.043702412126594
Chattogram,Rabi,Banana,5119.398594542902,97.58529201976698,82.02141180141709,50.85522153055312,5.965025218563654,24.94387615871712,15.0525568405234,34.9210628115799,81.00557756010669,84.18977574007695,75.98607391132339,243.48129551308995,10072.251980990204,banana,201,2,9,3,0,9.217638871115772
Chuadanga,Rabi,Banana,0.0,100.55558471956314,85.14186387993259,48.55560263207701,5.971245091799594,24.759914394304094,15.094429979649629,35.37782479656671,79.07068579344376,85.62167224956363,73.62792794349637,128.46953886367024,3771.0415057578393,banana,202,2,10,3,0,8.235371647340168
CoxsBazar,Rabi,Banana,6411.769707494418,96.66054214959983,83.29739043270777,49.11563430595792,5.980875220883717,25.0745121351352,15.610320748826762,35.324273668787434,79.16052441055895,85.12480212709298,73.22820021634212,303.3746725925946,11353.665333855892,banana,203,2,11,3,0,9.337383981085145
Dhaka,Rabi,Banana,0.0,101.47065753056128,81.86299592676491,51.20875637597713,5.983881726568784,25.41084357517722,14.579329770419651,35.370338632242394,80.7288342557302,85.22639465798123,74.89495617111507,164.35839724224178,5487.35935892927,banana,205,2,13,3,0,8.610384648116403
Dinajpur,Rabi,Banana,10849.557561508982,99.490761907594,79.75645415420772,50.16175596905731,5.963030544122065,24.922732936713416,15.139979308973864,34.93786301678372,81.197996975995,85.27182709000917,74.49104741465285,148.9597448001837,22649.703290483896,banana,206,2,14,3,0,10.027946180781617
Gaibandha,Rabi,Banana,13819.200694889922,101.54244445817336,81.34044644673635,49.42354348742909,5.985649475686361,25.157819273229936,15.32720767504814,35.021510254382314,80.93233858953234,84.64833677869878,75.00432143965223,176.61044159814912,54718.88579899651,banana,209,2,17,3,0,10.909982465287612
Gazipur,Rabi,Banana,583.2781652298811,97.52128813641374,82.21247798059191,50.787533850537216,5.990921289293855,25.41671486090312,14.793050857257406,35.2093390848264,79.01052991542947,85.81807067678858,74.76402603916364,169.883631288877,6298.113336441755,banana,210,2,18,3,0,8.748164162227445
Gopalganj,Rabi,Banana,0.0,102.67736665449326,84.06719611978643,49.58218860256924,6.004172726995902,25.18401655025328,14.961914816727234,35.1151372603307,78.39849844317277,85.49979989836748,74.69758711735837,157.00269850828576,6842.359805220007,banana,211,2,19,3,0,8.831034089611135
Jamalpur,Rabi,Banana,0.0,96.50565680468638,80.53575257752487,49.55603061549782,5.988503376013977,24.751225169030697,14.948765445148558,35.15196403523409,80.85803702371221,84.49947196802809,74.1660967420273,182.32075764937025,7967.185867230004,banana,213,2,21,3,0,8.983212125702963
Jashore,Rabi,Banana,5606.175732024174,98.16085918494188,79.83626111900185,48.49177049853712,5.972581297318055,24.674462453699345,14.839710986742665,34.834729179148546,80.14719057558405,84.58192697335264,75.89629022651567,139.30518128653904,13173.952549613146,banana,214,2,22,3,0,9.486072771855689
Jhallokati,Rabi,Banana,10514.04122847063,97.39456348445007,80.38610936432744,48.6947982779362,5.999906651905609,24.606260924848403,15.012886268203578,35.048435424103346,80.91059546517832,84.34324405791621,75.62193874597753,171.71256859712994,18941.53562481403,banana,215,2,23,3,0,9.84916523448551
Jhenaidah,Rabi,Banana,7687.359327804404,99.02209442426437,85.26881078546874,49.16109333792328,5.965064368510091,24.90300302699687,15.402674655783436,35.27048825682421,81.23341360038097,85.12341621761603,75.17071386823775,133.65244641387736,64534.68359897261,banana,216,2,24,3,0,11.0749735838989
Joypurhat,Rabi,Banana,0.0,98.29262544583192,81.15628365220049,51.89070981025775,5.995101335231013,25.047342677154383,14.56156126071297,34.8579326380582,80.89118288445414,85.15730307795509,75.6485408055564,146.03149531268346,16029.299646665955,banana,217,2,25,3,0,9.682235938296385
Khagrachari,Rabi,Banana,11338.167038499236,96.78130725919128,79.3112035709085,49.50323784096612,6.005991783650629,25.00623876586384,14.755920203000136,34.810010134064854,81.06336608015259,85.8209164917764,75.06040458574043,200.28111776649575,14684.6827712969,banana,218,2,26,3,0,9.594628337022224
Khulna,Rabi,Banana,0.0,96.4627010373268,82.46473033141375,49.59460922827706,5.99930564244195,24.862312644065717,14.828217345443708,35.34462898423242,78.8390940737081,83.92102851753704,73.61688836571605,144.78897755494708,6288.972523949067,banana,219,2,27,3,0,8.74671198147335
Kishoreganj,Rabi,Banana,5071.5059143423705,100.17677029512862,81.09971588346181,50.90680276432046,5.974633348710928,24.58295544843567,15.5358972380939,35.23269846875317,79.60231089228664,84.83831142893725,74.09978687730626,184.80837651654684,30457.853536781728,banana,220,2,28,3,0,10.324131987421106
Kushtia,Rabi,Banana,9128.51556013078,100.53327438057012,83.34929123914557,49.430553331886536,5.969674517788004,24.84359303301347,14.744466271362644,34.84502640000323,79.71940781041786,85.03473015637167,73.58932092203146,130.5404291546103,53331.09747467633,banana,222,2,30,3,0,10.884293632929552
Lakshmipur,Rabi,Banana,9133.649447334492,98.88963995341372,83.88033318663858,49.93593313461,5.980633616161837,25.11646763713558,14.97433054177066,34.91353510018623,80.72578232066891,85.48192577965719,74.34972899781215,183.5000592315388,16425.41546276379,banana,223,2,31,3,0,9.706646016976975
Madaripur,Rabi,Banana,771.5687164154562,97.34968205415215,82.52846380151539,48.505877544516814,5.983324233977762,24.63768690098206,15.234367122813572,35.219886355539764,79.83017547095892,85.5185731038396,75.20618752428287,168.00886516427684,36523.97616146802,banana,225,2,33,3,0,10.505751583955252
Magura,Rabi,Banana,3526.067290906705,99.63793978362,84.00910396236894,51.29329892102096,5.954998453394187,24.89574109419696,15.03997063566806,35.311270070732895,80.91332865851976,85.41586869788264,74.83567358528802,128.34596895236905,25098.935632329525,banana,226,2,34,3,0,10.130620560667564
