District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production,Crop_Label_22,_orig_id
Khulna,Kharif 1,Maize 1,7028.270760559743,78.4342932833989,47.927793979845205,17.891659681472706,6.241350777852344,26.94685486335425,20.130863188031594,33.61487036071483,72.57751787200097,84.27672527408737,60.95433128221384,135.9434829814713,1.8876554855850758,March,April to May,June to July,5602.667678196976,maize,1051
Kishoreganj,Kharif 1,Maize 1,0.0,76.17473177865828,48.040325746017345,19.08477991550898,6.251189745465175,27.01731989150461,20.02307683309014,33.52310476412086,72.86867148601456,84.30116526356545,60.044496771549476,177.2354985697993,2.878121661690645,March,April to May,June to July,12034.107731360891,maize,1052
Kurigram,Kharif 1,Maize 1,11252.091361908113,76.3963846911433,47.740504097509145,21.52437264809218,6.2644368672638535,27.030885404724916,19.55470232847263,34.3220653018928,71.21997302196196,83.0102876465971,61.23806221314891,177.690803150541,3.2213616642967366,March,April to May,June to July,35190.43582428168,maize,1053
Kushtia,Kharif 1,Maize 1,0.0,79.20767622094398,48.416946215742044,20.498284215906732,6.233743531049947,26.98845007905173,19.62926788124107,34.08684578367995,72.15062750948529,84.22083996501448,62.018958112828166,132.12869828678362,2.5411047833153892,March,April to May,June to July,7825.284508300751,maize,1054
Lakshmipur,Kharif 1,Maize 1,0.0,73.81725755405763,48.326138910948536,17.858568953274407,6.247686081557707,26.450149699535036,19.833737834827787,34.0006961977864,73.00158086086087,85.28453969649121,59.365345511907535,185.6739346007148,2.4824820867704003,March,April to May,June to July,10734.95460923844,maize,1055
Lalmonirhat,Kharif 1,Maize 1,20796.629006891973,78.11678956900028,48.61705676543777,20.438023599392523,6.261319843117112,27.189716611321348,19.93422984329353,33.84947923333339,72.8962884635825,84.317712636344,60.27428490174718,176.01873884238606,3.2022968855019007,March,April to May,June to July,37073.03633504528,maize,1056
Madaripur,Kharif 1,Maize 1,403.2062633830335,81.2141760256816,48.071821236588335,19.72449660673595,6.2359075370261,27.39853674777551,20.439464658339944,34.542944510049566,72.25037750818842,85.30395508567763,60.98675217127479,165.34897205040775,2.029900669710694,March,April to May,June to July,7520.596371556018,maize,1057
Magura,Kharif 1,Maize 1,0.0,78.08683140336908,49.78659007543474,20.931588836187135,6.251737478192936,27.064124123349128,20.085162972779223,33.746720333041495,72.54028858088574,83.75874102736856,59.85503466671609,129.7472914363705,2.3817310707116826,March,April to May,June to July,22753.584046865493,maize,1058
Manikganj,Kharif 1,Maize 1,10039.201470008831,80.22377036837266,49.54089414189146,19.225432345790487,6.242566401302991,27.10073968735648,19.88986215876656,34.45002504857467,72.60070909207381,85.26961997081186,60.53209370632912,161.6707928891472,2.3598625580129995,March,April to May,June to July,10538.431676016211,maize,1059
Meherpur,Kharif 1,Maize 1,0.0,78.0313150448828,47.63008002351447,21.50264131272816,6.240194056085079,26.815761231248114,20.424026707746695,34.007490013253474,72.79312853352259,84.55660542077707,59.70358967255375,133.0700121482022,2.4774340383193496,March,April to May,June to July,11366.985167738503,maize,1060
Moulvibazar,Kharif 1,Maize 1,0.0,75.83933683393577,48.73401717809164,19.470000027495168,6.240355953484364,26.914535143415247,19.974070512426984,33.3974837436773,74.09832467807776,84.52575544506047,58.75211948911092,331.8476962384133,2.261380536323542,March,April to May,June to July,5601.094201285302,maize,1061
Munshiganj,Kharif 1,Maize 1,476.31152844626195,82.10770186730818,46.675854341880004,15.977258821029082,6.231479391441741,27.08484670983869,20.124898984094322,34.18677068527907,71.39832384618404,85.94558574447653,60.60749609622697,172.9773792494501,2.1570417448231924,March,April to May,June to July,40103.89655631603,maize,1062
Mymensingh,Kharif 1,Maize 1,0.0,77.32684735662501,49.385042426792666,18.98972393046056,6.219295808201143,27.039542670167176,20.446633478259923,33.97878737144028,71.88098324214107,83.30736115757843,60.618943873340676,177.90149044838162,2.7593097403955396,March,April to May,June to July,0.0,maize,1063
Naogaon,Kharif 1,Maize 1,1252.0073519316759,74.92250581936788,51.00022986712989,20.11409556721429,6.23675137352794,26.960893120925302,20.205989191703466,33.87020917212798,72.50453820316551,85.39932600827326,59.36801944104543,121.78557364267937,2.828105665209223,March,April to May,June to July,0.0,maize,1064
Narail,Kharif 1,Maize 1,9912.280578075299,74.63433726993549,49.77871209491425,19.964898236842696,6.255636723025612,27.23535639384034,20.12718345700219,34.03315467981363,72.84333927037206,85.571006096884,59.72451703585587,129.20237690597324,2.1616303306394906,March,April to May,June to July,17552.065374334154,maize,1065
Narayanganj,Kharif 1,Maize 1,0.0,77.34147204342277,48.31640345855142,19.166153678922665,6.236431649475771,27.039902561547418,20.167085175165948,33.22429081407176,72.53248929265804,84.76826338269161,59.870042042891555,170.72528785377582,3.0735703621068415,March,April to May,June to July,0.0,maize,1066
Narsingdi,Kharif 1,Maize 1,3322.698863250957,79.72915246502693,46.97565792212555,17.783777027168796,6.243738174505926,27.127039394919397,19.981236564835168,34.05807528515688,71.79068101512094,83.97696296764293,60.57360139693347,172.77530019447462,2.287162264987918,March,April to May,June to July,0.0,maize,1067
Natore,Kharif 1,Maize 1,22398.59780238826,77.73545055653976,49.477465902810664,21.27460078664286,6.23096774552586,26.882145985520992,20.01195596797184,34.02955726905319,72.85439607384578,85.0499801976584,60.8132490648094,128.9202558756825,2.4287315794429736,March,April to May,June to July,64327.293825086,maize,1068
Netrokona,Kharif 1,Maize 1,0.0,74.38679578876435,47.53944070288369,21.891392276263023,6.251876407680138,27.193780592464364,19.544508855551978,34.557087449666994,72.74177943959478,84.66612532265383,60.42908263349546,187.18678900133096,2.180778927315837,March,April to May,June to July,0.0,maize,1069
Nilphamari,Kharif 1,Maize 1,3644.387257191441,77.94853657399419,48.48343029858452,18.570586872857287,6.27392450587802,26.76854284720219,19.79624421972013,34.70099945808537,72.67824183096943,85.74749816173819,59.12190685321092,181.75525785752518,3.560985800104722,March,April to May,June to July,16118.598883912235,maize,1070
Noakhali,Kharif 1,Maize 1,0.0,80.2176832405784,49.60176409765887,20.912639638826228,6.257750101732907,27.000010793573466,19.98604306395195,33.916064686874506,72.08207825515345,85.62871335200214,59.76594347127007,181.5723677148504,2.3545708646596712,March,April to May,June to July,0.0,maize,1071
Pabna,Kharif 1,Maize 1,516.2914161308836,77.4728806148503,47.22347319132383,20.591535472062073,6.246392479107459,27.08284489644718,20.133235222077555,34.29619863052796,72.85024275153236,84.99999839841658,59.85318941245074,130.22123935898915,2.5591559228713936,March,April to May,June to July,4023.2774778869384,maize,1072
Panchagar,Kharif 1,Maize 1,990.1661656254023,81.04163957103994,48.59867256161122,18.17825713501351,6.255635200691433,26.90675756742102,19.875207846463447,34.40347766314384,73.37269442037095,84.22725827940602,59.78445420024276,154.85030910950184,3.6047105561711965,March,April to May,June to July,6817.507379381453,maize,1073
Patuakhali,Kharif 1,Maize 1,6155.2748541394285,75.87667099508243,46.86729768612329,20.270717621645645,6.266259114385763,27.00951566685198,20.686859650575162,34.02885336973608,73.11736549828254,84.91272296206868,60.79460006442526,211.46140028736602,2.4727606034791307,March,April to May,June to July,24850.88836614121,maize,1074
Pirojpur,Kharif 1,Maize 1,0.0,79.78218108059629,47.949667470667045,23.457076428750696,6.263799790361688,27.15268108237609,20.225978509288435,34.074491045517966,71.6662855739945,85.10616818204477,61.06609560502955,173.73550658539978,2.301504847414542,March,April to May,June to July,0.0,maize,1075
Rajbari,Kharif 1,Maize 1,0.0,78.85058381339809,47.7626968286939,18.084035150491758,6.265512603086016,27.156345939171466,20.071018249800147,33.88738798185046,71.79448987023129,84.90219940361149,60.79385914502743,156.44838552792297,2.1930111104452026,March,April to May,June to July,0.0,maize,1076
Rajshahi,Kharif 1,Maize 1,18688.310194068556,78.94997375206695,50.29734204312067,21.531665179378468,6.253321354626161,26.994977641899006,19.584590360897803,33.60680205275654,73.04700120070923,84.82595599140443,61.14572911337566,125.48629996645946,2.8554308337773824,March,April to May,June to July,64225.81723009654,maize,1077
Rangamati,Kharif 1,Maize 1,4814.238803903306,78.76317335097767,48.76886607977965,19.73816534788101,6.274584947859078,26.90912851417305,19.98347285616554,34.33368946164812,72.05678022975806,84.56054082032242,60.06456777954011,199.57293289713226,0.9140299231226816,March,April to May,June to July,0.0,maize,1078
Rangpur,Kharif 1,Maize 1,24290.482601762753,77.01911904300545,47.43739179792807,19.430624457202647,6.245097238984111,27.094853506404856,20.1468783668543,33.70625799617197,71.5886892768977,84.08479058407005,59.605960647625366,172.19632600364545,3.2293818059039805,March,April to May,June to July,61321.17867961561,maize,1079
Satkhira,Kharif 1,Maize 1,0.0,78.43629470110699,47.819291596246885,21.42913479127327,6.269936148461329,27.470681883360292,19.973156071118925,33.92305813547253,72.07132394148299,84.82907909179133,59.07375258836994,138.61994152687436,2.8394184564567584,March,April to May,June to July,17781.259171925834,maize,1080
Shariatpur,Kharif 1,Maize 1,8392.053250983692,76.79818120981518,49.99674355953615,18.986805954683117,6.259779104439568,27.129778366758654,19.96163799624727,34.31649294778254,71.99686065100292,85.09775117783049,59.76418185488191,161.91035951857094,2.698272923100949,March,April to May,June to July,0.0,maize,1081
Sherpur,Kharif 1,Maize 1,0.0,78.37783008109278,46.076197701604436,19.90541518568297,6.241005022320779,27.379322770294138,19.95476425440707,33.585000436480215,72.30088269289277,85.05593373461988,59.35025220855118,179.93742467678703,3.9607839898447517,March,April to May,June to July,0.0,maize,1082
Sirajganj,Kharif 1,Maize 1,5742.390840815414,78.41780379564595,47.22350865266787,19.621786464594866,6.226146774995226,27.049116178119906,19.797901122974487,33.91025682934898,72.36101903135905,84.96792997762496,61.49607784741013,142.8302296224994,1.9721182900843766,March,April to May,June to July,4282.291132096417,maize,1083
Sunamganj,Kharif 1,Maize 1,166.48157683213606,77.23485132430223,46.86633010660186,18.533978426817068,6.252807115936914,27.071860838988943,19.640607976478112,34.427571155915295,71.19506639311842,83.62059906049586,60.70403558399927,333.46796450352497,2.231852520480238,March,April to May,June to July,0.0,maize,1084
Sylhet,Kharif 1,Maize 1,4664.002351977902,77.4393024480475,48.707196295172565,21.388369163205883,6.227659842381132,26.497297686075292,20.62793200262911,33.57402507947174,72.67047037852285,84.42598332513451,59.26251368598133,337.8256819932148,3.161478797079608,March,April to May,June to July,0.0,maize,1085
Tangail,Kharif 1,Maize 1,5332.875667748089,74.54156564401133,48.64473310999028,20.401203384971115,6.252978930662177,26.96290756306498,19.711724624676368,33.86920042982745,72.8497482086929,85.8624377966786,59.863047521233426,148.50493981954332,2.7782354307422836,March,April to May,June to July,18684.875293650734,maize,1086
Thakurgaon,Kharif 1,Maize 1,61341.32960162563,77.87801313439326,48.22756756113875,22.715686233035584,6.236577351451,27.22114485054779,19.86561873675721,33.61588279414839,72.60559151988416,85.50632038979951,59.55157864635436,157.58381471027275,2.495540514314919,March,April to May,June to July,138825.83467721642,maize,1087
Bagerhat,Rabi,Maize 2,0.0,79.09082584749417,48.33414888965342,19.986271048703134,6.26105146511294,20.56184247045754,14.072902029797037,27.293719884267585,60.41259887281154,69.88383389554582,49.49455023058699,144.20342304800462,2.22109838409025,Dec,Jan  to  March,April,13206.014388582527,maize,1088
Bandarban,Rabi,Maize 2,4331.333858167349,78.30408015249267,46.42041244611773,19.650490906088844,6.231647145410944,20.481404216551557,13.408993234114888,27.582348376162834,60.3886879963119,70.05069130672584,49.70321102898575,243.85143820024206,1.0755662409821003,Dec,Jan  to  March,April,4380.398277111447,maize,1089
Barguna,Rabi,Maize 2,0.0,78.0816552384184,47.03698876394969,19.362943131774358,6.276361612045017,20.511814283190013,14.446551132563373,27.36183010283866,59.08813509503215,69.19274226803799,49.741234562507515,209.60293723346012,0.7490038144448055,Dec,Jan  to  March,April,0.0,maize,1090
Barishal,Rabi,Maize 2,4539.90003037899,74.52449422952667,49.33775478890764,19.42390151268742,6.253725368835397,20.891704086095288,14.336239076582052,27.11013167538415,59.98363201220338,69.22475050588643,49.66369779425578,175.1517572365564,1.987148936888102,Dec,Jan  to  March,April,1850.0398290488918,maize,1091
Bhola,Rabi,Maize 2,0.0,78.6212206521458,46.23970846441356,21.748577694666086,6.226230736962293,20.35888858615658,13.567822871944772,26.944119605359692,60.231899288105666,69.49769667867194,50.046956550631386,186.42441325553307,2.5302493155186268,Dec,Jan  to  March,April,21205.669058111198,maize,1092
Bogura,Rabi,Maize 2,30801.373732326865,74.98983732293942,48.04860607328909,19.063581946136996,6.260638919223868,20.730695541430542,13.907099202256282,27.23236009274387,60.224726659186096,69.77200217047051,49.76625116896925,140.28365892793195,3.262287102833671,Dec,Jan  to  March,April,41902.639833267414,maize,1093
Brahmanbaria,Rabi,Maize 2,2543.8187816991526,76.06737327429568,49.904970550602556,20.378404749072903,6.22780721034146,20.86410757237032,14.274894369051179,27.19636006821354,61.03699800879644,69.6106356648636,50.938523595194816,190.65423677957648,1.459091193446639,Dec,Jan  to  March,April,0.0,maize,1094
Chandpur,Rabi,Maize 2,13515.29174766777,75.16112809078112,48.77403384236896,19.342859171914483,6.258077533883531,20.654147430654085,13.99349392251358,26.623201020549686,60.299826741931035,70.0988367504856,50.029293354076245,169.25907310020648,2.7762787885326383,Dec,Jan  to  March,April,36117.99957610624,maize,1095
Chapai Nawabganj,Rabi,Maize 2,3281.8827675758585,75.43801629780484,47.415803040569564,18.116975207848654,6.2387070787313785,20.302641949460394,14.287359086346013,26.66837980925659,60.05049498420066,70.03761775382056,50.000494200250465,129.05179577172638,2.730353943860331,Dec,Jan  to  March,April,25970.220686429864,maize,1096
Chattogram,Rabi,Maize 2,7082.425676776072,78.08140147384664,49.538894541185904,20.20950253796767,6.281234236157328,20.640105226325804,14.43903929251877,26.53091203281211,60.63321735343673,70.15170646057203,49.651851198079214,246.19194513943265,2.0390227715233253,Dec,Jan  to  March,April,9643.371920064545,maize,1097
Chuadanga,Rabi,Maize 2,126526.42661673606,74.71018410188621,47.355852702171575,17.79730527866273,6.249026197479354,20.621317252340916,13.761604856201842,27.072725775652376,60.66806911253886,68.60578778426742,49.905503627381535,133.2470915998181,4.015648327649161,Dec,Jan  to  March,April,522299.1926729086,maize,1098
CoxsBazar,Rabi,Maize 2,0.0,74.98385834462631,48.5325623897601,20.108405977058556,6.220215095826433,20.843257839465352,14.134332538379208,26.917620038881175,60.047229210480104,71.85191060626106,48.97249736357206,307.214508617245,1.7612026846009006,Dec,Jan  to  March,April,0.0,maize,1099
Cumilla,Rabi,Maize 2,20282.98616629424,81.32459283435264,47.271552865051014,19.203055612260687,6.247464513882143,20.465367879441768,13.653944282185211,27.181771378338816,60.966141377354084,70.21031834797716,49.7943661938426,186.82579389426576,2.695310055896514,Dec,Jan  to  March,April,50857.35856060615,maize,1100
Dhaka,Rabi,Maize 2,7787.304488625721,81.96497958239426,46.19716824971305,19.28591085724006,6.236285171544556,20.020681450702565,13.866452715738976,27.36989407718201,60.13431615859595,69.73935236117558,50.99548018489861,173.77064678293806,2.9329801458982683,Dec,Jan  to  March,April,10918.389451528205,maize,1101
Dinajpur,Rabi,Maize 2,164968.14643410288,80.00117253993845,48.26640210438164,19.627632407234746,6.270050264316599,20.283934883014165,14.019878151052927,27.102994761011917,59.62569715806865,69.7085557492367,49.433415658844154,155.99320204514592,3.6358676557545504,Dec,Jan  to  March,April,543637.1072517055,maize,1102
Faridpur,Rabi,Maize 2,117.8170776878053,77.08563790328344,50.278816682653996,19.819272533690516,6.254361491794757,20.45843506752861,14.042081143073029,26.97383223057888,60.68374397076367,69.99731958842521,50.270149127109875,164.20652195707422,2.7801619968598117,Dec,Jan  to  March,April,0.0,maize,1103
Feni,Rabi,Maize 2,1329.9991925221457,80.32798346702022,50.17521962241678,19.525837840697264,6.244101345097826,20.503249032836926,13.75579615131187,27.38648038005873,59.480313113900124,69.65805992314714,50.99084028900711,248.80562485721515,2.9836072748774742,Dec,Jan  to  March,April,0.0,maize,1104
Gaibandha,Rabi,Maize 2,39543.532825865244,78.96481694388163,49.5597461346746,20.465943921428472,6.255767625457388,20.68048764632653,14.171408475849917,26.54152652566139,61.06719437542039,69.44415841000522,50.22779487071677,181.23438276139828,3.234312560719809,Dec,Jan  to  March,April,99069.98348728218,maize,1105
Gazipur,Rabi,Maize 2,0.0,73.37051146350771,49.53230525471945,19.799119981170595,6.261898308932524,20.47875592130048,13.577912136039636,27.018794444121166,59.6520809825495,69.9399727293037,49.73579566573531,173.10479634130147,1.4998020027293237,Dec,Jan  to  March,April,0.0,maize,1106
Gopalganj,Rabi,Maize 2,0.0,80.37332166962993,49.596043548779306,23.402773887503646,6.260890671146362,20.379470180471642,13.746695785393085,26.93570268816189,59.271044024164624,70.61539880905269,50.52436219427971,153.8660047959257,2.7773752752724694,Dec,Jan  to  March,April,0.0,maize,1107
Habiganj,Rabi,Maize 2,0.0,74.94065233216905,48.13783463969935,18.371174989214904,6.219142967727212,20.317779105499714,14.308246445261053,26.95348415504714,59.43865437115767,69.9331727338147,49.978074994446885,337.36324947988055,1.1616054244584246,Dec,Jan  to  March,April,7217.598191486176,maize,1108
Jamalpur,Rabi,Maize 2,28734.93590565722,76.60401674670918,46.55759923652822,18.34010858331123,6.268818668309495,20.464992605222672,13.770383704151998,26.843167396527907,60.57209271280038,70.1308016833925,50.713212094094665,179.4518353575396,4.500319837868675,Dec,Jan  to  March,April,119650.70028983845,maize,1109
Jashore,Rabi,Maize 2,6989.675925551735,78.4416235283629,48.696109920683405,19.29336653401765,6.224820700485748,20.539573411563286,14.078082508523002,27.391271368822537,59.524695956024296,70.71163570926689,50.25794724206261,132.4242661646097,3.3903333529759467,Dec,Jan  to  March,April,0.0,maize,1110
Jhallokati,Rabi,Maize 2,7851.022083014825,78.42292497227663,49.867021434987414,18.67613817687088,6.265017487517738,20.557692663970542,14.469912559374396,26.477278263765633,59.43605759508464,70.58715939523047,48.71021738221869,173.5165505571397,2.1395715818387306,Dec,Jan  to  March,April,0.0,maize,1111
Jhenaidah,Rabi,Maize 2,41395.782428248276,78.62357794935862,49.75005213494386,21.33544183175354,6.241731504344301,20.652612055444127,13.994782003840028,27.20270613068575,59.73447829149705,71.2258732810746,49.563440775518146,124.9062755235923,3.9162112574670758,Dec,Jan  to  March,April,173896.77146309253,maize,1112
Joypurhat,Rabi,Maize 2,0.0,80.4572376104505,48.798047650972244,22.043746867001786,6.245290248547313,20.564312857182518,14.386296638516917,26.697761319127387,58.05283735134838,68.90001988748801,50.19672665414876,144.60769486798338,3.878510130620057,Dec,Jan  to  March,April,2072.6969555507785,maize,1113
Khagrachari,Rabi,Maize 2,1231.7289513004248,78.36934552537237,48.95530849619837,19.273068587096137,6.246055880708199,20.163718989577085,13.61064265002453,26.38836985071565,60.92135018880354,69.33651168761052,50.85814352515859,204.29028890359646,2.2745167745112034,Dec,Jan  to  March,April,0.0,maize,1114
Khulna,Rabi,Maize 2,5456.258476671996,78.11643434194592,46.32137376247073,20.453403331170428,6.251382515397408,20.202263249005576,13.83042094606122,27.132722246542347,58.936117827269086,69.37741120402998,50.645813514139306,145.34609766002032,2.6168013855315952,Dec,Jan  to  March,April,9559.942647961616,maize,1115
Kishoreganj,Rabi,Maize 2,21885.820087625718,81.21468823625744,50.804139632881416,20.317997157746387,6.267424211249159,20.412337357728106,14.063536359918206,27.155450173203125,60.837796512840384,68.73343058561593,50.74471740353011,183.20695274432165,2.623111399572694,Dec,Jan  to  March,April,56711.706753174396,maize,1116
Kurigram,Rabi,Maize 2,6456.909640136364,77.58083678983613,48.267858883796315,19.20309454226791,6.267914804466098,20.42063804516378,13.703487572341317,27.411566434804,60.861228770356824,69.43709863138292,49.8701816232412,179.55320809063105,3.228666207961216,Dec,Jan  to  March,April,72199.91481429589,maize,1117
Kushtia,Rabi,Maize 2,26074.54652619208,77.49980676753412,45.24656691096195,20.585898054679394,6.2526134948394185,20.81984737644503,13.866926059846291,27.014165758681866,60.434749981719435,70.48187442681073,49.48383905863092,132.39406193863263,4.125645879279154,Dec,Jan  to  March,April,117297.14643752453,maize,1118
Lakshmipur,Rabi,Maize 2,0.0,78.76970102374426,48.23269867736144,20.85895170710669,6.261497116575054,20.305188820479362,14.04153838769248,27.28573027517616,60.02066754571301,70.99156138413521,49.53663607748824,183.23880109256916,1.9563708329581115,Dec,Jan  to  March,April,0.0,maize,1119
Lalmonirhat,Rabi,Maize 2,85402.81321647021,82.26648289724552,48.561039046754665,17.64023898113106,6.246858843816288,20.620558303171666,14.04818381912533,27.26552088236142,59.93967427614515,70.28031915831147,49.43345075097945,174.86592830551598,3.0491372012641182,Dec,Jan  to  March,April,284033.8306502489,maize,1120
Madaripur,Rabi,Maize 2,0.0,76.20965954056635,49.25345534504007,18.269300345004318,6.245156943954456,20.8599933614899,13.909947956587523,27.046678384684903,61.195307448386146,71.36384064348245,51.7754487840003,159.4990802497498,3.6585041394915727,Dec,Jan  to  March,April,0.0,maize,1121
Magura,Rabi,Maize 2,0.0,73.89365718940294,48.330437487476964,19.41366127798652,6.2619229155709455,20.65434630047397,13.473413093121213,26.616029583012462,61.676072952912214,69.40368370338818,51.4842615121421,134.9848070046675,3.5516203171887777,Dec,Jan  to  March,April,1334.53952247489,maize,1122
Manikganj,Rabi,Maize 2,35452.76742742247,77.7371121240426,47.565463374465835,19.376666429440483,6.2643411547592365,20.716517713030537,13.814092099452848,27.216128844117787,58.571840659955384,70.57295685866937,49.035635426390265,171.26758664762295,3.407879366738371,Dec,Jan  to  March,April,153261.69929592492,maize,1123
Meherpur,Rabi,Maize 2,32413.43188963343,80.90730635715684,47.63767507109773,19.89050406721211,6.241848723966292,20.82828784043187,13.596990410124777,27.268825036174785,60.534458455496825,70.48244852280027,50.33305007552096,130.6743432877023,4.446524603276251,Dec,Jan  to  March,April,113769.65870803456,maize,1124
Moulvibazar,Rabi,Maize 2,4189.165370003917,79.07731593888023,48.44268070617864,18.606007313114603,6.2724761044573585,20.59793799134779,13.978303557880766,26.729959932208807,59.78805324647514,70.13954277711566,49.90208616080553,343.533986138012,3.3903741403824803,Dec,Jan  to  March,April,6830.538628358651,maize,1125
Munshiganj,Rabi,Maize 2,0.0,76.60009604893425,48.16315335668908,18.450055581647064,6.2682330011734875,20.68396819414369,13.988316640094713,26.891602788870856,61.610764964221005,69.92608527227115,49.76150213841966,161.15923206379395,2.984138324667197,Dec,Jan  to  March,April,16591.625908348302,maize,1126
Mymensingh,Rabi,Maize 2,7339.372240419221,77.77502375351557,51.46022614087597,19.324469084938592,6.225627739911701,20.51986506255148,13.963567786799693,26.472383020119562,60.19702477563854,69.80241717227406,50.50408176938273,182.38255483946287,3.7311061271902815,Dec,Jan  to  March,April,0.0,maize,1127
Naogaon,Rabi,Maize 2,11802.082879129804,75.54527287019549,47.94417809130436,18.28588378762169,6.238360466054102,20.92313880643986,13.72882976125325,27.278514373333344,59.4775081380773,70.60025410209346,49.60282462892993,123.30766450281605,4.357523633378229,Dec,Jan  to  March,April,53113.14172550794,maize,1128
Narail,Rabi,Maize 2,6206.645345230517,73.7442142706637,47.27494165054581,21.330471645069025,6.241240859640452,20.58543553024692,13.518986540413401,26.709069171294367,59.36808763847216,70.34595067498994,49.62084648077399,136.99158631250648,3.4793488811055004,Dec,Jan  to  March,April,18068.74350041638,maize,1129
Narayanganj,Rabi,Maize 2,0.0,77.11943328372767,50.08488586389005,21.130537011796577,6.244950741959577,20.341860037055042,14.410737792713896,27.18919728507837,59.957474618902545,70.2406431177305,50.40974728421821,171.85159717607954,3.6045980774281543,Dec,Jan  to  March,April,0.0,maize,1130
Narsingdi,Rabi,Maize 2,0.0,75.51710192142332,48.44305376968799,20.57642734725189,6.235004606612972,20.31530742818946,14.0055815149653,27.248046343859095,58.42884433919686,70.38937452527078,51.09057909088175,168.9706272966974,2.465353792125509,Dec,Jan  to  March,April,0.0,maize,1131
Natore,Rabi,Maize 2,8623.011117327565,77.05489225237389,49.81996181113587,21.103784572423876,6.247825024681391,20.390523010711476,13.910042328544753,27.186899432020766,59.15416283530037,69.95122061493358,51.664744939054444,120.43764268678174,3.314322846045334,Dec,Jan  to  March,April,25777.746350356647,maize,1132
Netrokona,Rabi,Maize 2,0.0,74.4082700996659,48.30787505093179,19.23757937046688,6.2528847486349886,20.155926128789798,13.980662475929977,27.032704474604618,58.938131070261846,70.57196405806833,50.437137115068644,179.06017052172788,2.625909017130512,Dec,Jan  to  March,April,0.0,maize,1133
Nilphamari,Rabi,Maize 2,50961.80994551601,81.639420101536,49.5261458093391,19.22477893689379,6.27382048553456,20.831673008518166,13.614434309224892,27.297954533935055,58.063629073206414,69.50432323427574,49.30944270094479,178.3741191105975,4.169205918930076,Dec,Jan  to  March,April,235700.9567175635,maize,1134
Noakhali,Rabi,Maize 2,0.0,79.89606201421113,50.3530566102889,20.307755619763892,6.264839426429528,20.83190939488647,14.370348991863152,26.972165523776,60.47150550258387,70.07977020156136,50.60068579197682,180.94441212196614,2.9647825488327166,Dec,Jan  to  March,April,0.0,maize,1135
Pabna,Rabi,Maize 2,4838.806162719449,76.55980659410058,50.60188760431335,20.789368208071338,6.2827315984429655,20.707256997980863,13.79450290155109,27.312035602358673,60.53699204446761,69.9749901859206,49.699722903001856,128.98537611467412,3.00011065912326,Dec,Jan  to  March,April,24283.43009787008,maize,1136
Panchagar,Rabi,Maize 2,70392.3459220435,77.86410053902515,49.59383230573243,20.255695822155758,6.232118954484787,20.514259252542665,13.967535522553499,26.87108013971267,60.668442825908066,69.85207713033205,50.019414022449716,159.81309876222085,4.018193062409274,Dec,Jan  to  March,April,264304.35729780927,maize,1137
Patuakhali,Rabi,Maize 2,0.0,80.1520563976124,45.295403163707455,20.167191586825915,6.251796755184997,20.267883332619693,14.139658936745898,27.372518849580878,59.21689547867191,70.05788362541838,51.27963904350741,204.7968595888939,2.1707666098688336,Dec,Jan  to  March,April,22006.539198725237,maize,1138
Pirojpur,Rabi,Maize 2,0.0,78.45322985502752,46.14658805492608,20.24215606144161,6.248039464523091,20.37407119924447,14.206222895691683,27.072033332129152,60.347374113093764,69.57771240865398,51.15031318588602,167.97660478359307,2.006521229864932,Dec,Jan  to  March,April,24471.48405130814,maize,1139
Rajbari,Rabi,Maize 2,1367.824806802037,76.97769426911191,48.89692704118071,21.043692257140364,6.248264032716969,20.615113102450223,13.993199409875738,26.992453486494544,59.982496061370504,71.85751219183108,50.74331375006174,153.5089561123857,3.177486662526535,Dec,Jan  to  March,April,15787.574964753087,maize,1140
Rajshahi,Rabi,Maize 2,20445.19681327972,78.82179456371662,46.23007053918149,21.195368425391674,6.242066800522754,20.413301084197276,13.70366494989061,27.007344595125787,59.23574427999382,70.85276334985288,51.36084438047434,118.7003442909819,3.472013134345392,Dec,Jan  to  March,April,53613.89785324924,maize,1141
Rangamati,Rabi,Maize 2,0.0,77.1664521898865,46.79650918214153,19.488793273257947,6.243870129606387,20.49959570377432,14.172060878035047,27.362964490922955,59.70475979745441,70.8472856328492,48.123886783866574,206.62164927468638,2.740499847954335,Dec,Jan  to  March,April,0.0,maize,1142
Rangpur,Rabi,Maize 2,55741.91630167951,77.43691346937881,49.802439253576296,20.59750978023251,6.244516079052021,20.21204698255021,14.244353415251183,26.86955740222403,59.017967388869465,70.45693829675186,49.45635395697022,176.63637652956743,3.7111490805718725,Dec,Jan  to  March,April,150791.17475677747,maize,1143
Satkhira,Rabi,Maize 2,0.0,81.69683814381256,47.43400180531259,17.060799215522977,6.260109462785483,20.279856332453097,14.337120045126449,27.080626055962053,58.70749629264728,70.69474952211233,50.54158239299266,133.7665807037127,3.1782162601244592,Dec,Jan  to  March,April,912.7568324728493,maize,1144
