District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production,Crop_Label_22
Rangamati,Rabi,Lal Shak,294,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,204.11111111111111,1.258503401,Sep,Oct to Nov,Nov to Feb,370,maize
Rangpur,Rabi,Lal Shak,980,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,179.6013888888889,1.535714286,Sep,Oct to Nov,Nov to Feb,1505,maize
Satkhira,Rabi,Lal Shak,760,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,140.35353535353536,2.005263158,Sep,Oct to Nov,Nov to Feb,1524,maize
Shariatpur,Rabi,Lal Shak,179,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,155.864898989899,3.016759777,Sep,Oct to Nov,Nov to Feb,540,maize
Sherpur,Rabi,Lal Shak,364,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,181.08838383838383,2.046703297,Sep,Oct to Nov,Nov to Feb,745,maize
Sirajganj,Rabi,Lal Shak,463,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,142.85416666666666,2.103671706,Sep,Oct to Nov,Nov to Feb,974,maize
Sunamganj,Rabi,Lal Shak,483,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,333.72557471264366,2.991718427,Sep,Oct to Nov,Nov to Feb,1445,maize
Sylhet,Rabi,Lal Shak,460,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,333.72557471264366,1.310869565,Sep,Oct to Nov,Nov to Feb,603,maize
Tangail,Rabi,Lal Shak,486,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,153.4104938271605,1.927983539,Sep,Oct to Nov,Nov to Feb,937,maize
Thakurgaon,Rabi,Lal Shak,426,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,154.21843434343435,1.70657277,Sep,Oct to Nov,Nov to Feb,727,maize
Bagerhat,Rabi,Laushak,611,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,144.96843434343435,1.139116203,Sep,Oct to Nov,Nov to Feb,696,maize
Bandarban,Rabi,Laushak,182,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,243.94444444444449,1.098901099,Sep,Oct to Nov,Nov to Feb,200,maize
Barguna,Rabi,Laushak,227,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,207.8076923076923,1.105726872,Sep,Oct to Nov,Nov to Feb,251,maize
Barishal,Rabi,Laushak,941,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,175.42564102564103,1.339001063,Sep,Oct to Nov,Nov to Feb,1260,maize
Bhola,Rabi,Laushak,452,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,185.23090277777777,2.880530973,Sep,Oct to Nov,Nov to Feb,1302,maize
Bogura,Rabi,Laushak,168,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,142.85416666666666,1.678571429,Sep,Oct to Nov,Nov to Feb,282,maize
Brahmanbaria,Rabi,Laushak,246,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,185.75631313131316,1.317073171,Sep,Oct to Nov,Nov to Feb,324,maize
Chandpur,Rabi,Laushak,553,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,168.796875,0.9403254973,Sep,Oct to Nov,Nov to Feb,520,maize
Chapai Nawabganj,Rabi,Laushak,5,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,124.92,0.6,Sep,Oct to Nov,Nov to Feb,3,maize
Chattogram,Rabi,Laushak,288,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,243.94444444444449,2.208333333,Sep,Oct to Nov,Nov to Feb,636,maize
Chuadanga,Rabi,Laushak,44,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,129.44444444444446,3.409090909,Sep,Oct to Nov,Nov to Feb,150,maize
CoxsBazar,Rabi,Laushak,120,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,303.40277777777777,1.116666667,Sep,Oct to Nov,Nov to Feb,134,maize
Cumilla,Rabi,Laushak,667,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,185.75631313131316,2.026986507,Sep,Oct to Nov,Nov to Feb,1352,maize
Dhaka,Rabi,Laushak,628,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,3.621019108,Sep,Oct to Nov,Nov to Feb,2274,maize
Dinajpur,Rabi,Laushak,209,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,154.21843434343435,1.578947368,Sep,Oct to Nov,Nov to Feb,330,maize
Faridpur,Rabi,Laushak,161,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,155.864898989899,1.242236025,Sep,Oct to Nov,Nov to Feb,200,maize
Feni,Rabi,Laushak,111,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,248.1727642276423,1.261261261,Sep,Oct to Nov,Nov to Feb,140,maize
Gaibandha,Rabi,Laushak,280,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,179.6013888888889,1.464285714,Sep,Oct to Nov,Nov to Feb,410,maize
Gazipur,Rabi,Laushak,318,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,1.823899371,Sep,Oct to Nov,Nov to Feb,580,maize
Gopalganj,Rabi,Laushak,319,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,155.864898989899,1.912225705,Sep,Oct to Nov,Nov to Feb,610,maize
Habiganj,Rabi,Laushak,64,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,333.72557471264366,1.59375,Sep,Oct to Nov,Nov to Feb,102,maize
Jamalpur,Rabi,Laushak,667,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,181.08838383838383,2.775112444,Sep,Oct to Nov,Nov to Feb,1851,maize
Jashore,Rabi,Laushak,180,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,134.2247474747475,2.527777778,Sep,Oct to Nov,Nov to Feb,455,maize
Jhallokati,Rabi,Laushak,350,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,175.42564102564103,3.56,Sep,Oct to Nov,Nov to Feb,1246,maize
Jhenaidah,Rabi,Laushak,188,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,134.2247474747475,2.015957447,Sep,Oct to Nov,Nov to Feb,379,maize
Joypurhat,Rabi,Laushak,23,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,142.85416666666666,1.782608696,Sep,Oct to Nov,Nov to Feb,41,maize
Khagrachari,Rabi,Laushak,433,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,204.11111111111111,1.240184758,Sep,Oct to Nov,Nov to Feb,537,maize
Khulna,Rabi,Laushak,243,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,144.96843434343435,1.613168724,Sep,Oct to Nov,Nov to Feb,392,maize
Kishoreganj,Rabi,Laushak,146,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,181.08838383838383,1.602739726,Sep,Oct to Nov,Nov to Feb,234,maize
Kurigram,Rabi,Laushak,363,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,179.6013888888889,2.482093664,Sep,Oct to Nov,Nov to Feb,901,maize
Kushtia,Rabi,Laushak,25,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,129.44444444444446,2.2,Sep,Oct to Nov,Nov to Feb,55,maize
Lakshmipur,Rabi,Laushak,621,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,185.75631313131316,1.037037037,Sep,Oct to Nov,Nov to Feb,644,maize
Lalmonirhat,Rabi,Laushak,265,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,179.6013888888889,2.973584906,Sep,Oct to Nov,Nov to Feb,788,maize
Madaripur,Rabi,Laushak,122,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,160.41666666666666,1.352459016,Sep,Oct to Nov,Nov to Feb,165,maize
Magura,Rabi,Laushak,44,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,134.2247474747475,3.477272727,Sep,Oct to Nov,Nov to Feb,153,maize
Manikganj,Rabi,Laushak,71,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,2.352112676,Sep,Oct to Nov,Nov to Feb,167,maize
Meherpur,Rabi,Laushak,3,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,129.44444444444446,5.666666667,Sep,Oct to Nov,Nov to Feb,17,maize
Moulvibazar,Rabi,Laushak,57,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,333.72557471264366,2.228070175,Sep,Oct to Nov,Nov to Feb,127,maize
Munshiganj,Rabi,Laushak,378,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,1.031746032,Sep,Oct to Nov,Nov to Feb,390,maize
Mymensingh,Rabi,Laushak,863,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,181.08838383838383,2.701042874,Sep,Oct to Nov,Nov to Feb,2331,maize
Naogaon,Rabi,Laushak,76,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,124.92,0.75,Sep,Oct to Nov,Nov to Feb,57,maize
Narail,Rabi,Laushak,133,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,134.2247474747475,3.22556391,Sep,Oct to Nov,Nov to Feb,429,maize
Narayanganj,Rabi,Laushak,590,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,1.659322034,Sep,Oct to Nov,Nov to Feb,979,maize
Narsingdi,Rabi,Laushak,125,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,0.84,Sep,Oct to Nov,Nov to Feb,105,maize
Natore,Rabi,Laushak,203,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,124.92,1.177339901,Sep,Oct to Nov,Nov to Feb,239,maize
Netrokona,Rabi,Laushak,177,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,181.08838383838383,1.920903955,Sep,Oct to Nov,Nov to Feb,340,maize
Nilphamari,Rabi,Laushak,191,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,179.6013888888889,3.382198953,Sep,Oct to Nov,Nov to Feb,646,maize
Noakhali,Rabi,Laushak,438,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,185.75631313131316,1.296803653,Sep,Oct to Nov,Nov to Feb,568,maize
Pabna,Rabi,Laushak,126,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,124.92,1.03968254,Sep,Oct to Nov,Nov to Feb,131,maize
Panchagar,Rabi,Laushak,213,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,154.21843434343435,1.694835681,Sep,Oct to Nov,Nov to Feb,361,maize
Patuakhali,Rabi,Laushak,142,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,207.8076923076923,1.669014085,Sep,Oct to Nov,Nov to Feb,237,maize
Pirojpur,Rabi,Laushak,556,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,175.42564102564103,1.039568345,Sep,Oct to Nov,Nov to Feb,578,maize
Rajbari,Rabi,Laushak,77,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,155.864898989899,1.0,Sep,Oct to Nov,Nov to Feb,77,maize
Rajshahi,Rabi,Laushak,119,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,124.92,1.033613445,Sep,Oct to Nov,Nov to Feb,123,maize
Rangamati,Rabi,Laushak,301,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,204.11111111111111,1.295681063,Sep,Oct to Nov,Nov to Feb,390,maize
Rangpur,Rabi,Laushak,336,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,179.6013888888889,1.577380952,Sep,Oct to Nov,Nov to Feb,530,maize
Satkhira,Rabi,Laushak,32,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,140.35353535353536,2.4375,Sep,Oct to Nov,Nov to Feb,78,maize
Shariatpur,Rabi,Laushak,192,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,155.864898989899,3.046875,Sep,Oct to Nov,Nov to Feb,585,maize
Sherpur,Rabi,Laushak,301,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,181.08838383838383,2.986710963,Sep,Oct to Nov,Nov to Feb,899,maize
Sirajganj,Rabi,Laushak,318,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,142.85416666666666,1.927672956,Sep,Oct to Nov,Nov to Feb,613,maize
Sunamganj,Rabi,Laushak,563,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,333.72557471264366,1.468916519,Sep,Oct to Nov,Nov to Feb,827,maize
Sylhet,Rabi,Laushak,132,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,333.72557471264366,1.106060606,Sep,Oct to Nov,Nov to Feb,146,maize
Tangail,Rabi,Laushak,445,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,153.4104938271605,1.503370787,Sep,Oct to Nov,Nov to Feb,669,maize
Thakurgaon,Rabi,Laushak,76,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,154.21843434343435,1.657894737,Sep,Oct to Nov,Nov to Feb,126,maize
Bagerhat,Rabi,Lemon,89,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,144.96843434343435,4.404494382,Jan,Jan to Jan,Jan,392,orange
Bandarban,Rabi,Lemon,3726,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,243.94444444444449,0.1307031669,Jan,Jan to Jan,Jan,487,orange
Barguna,Rabi,Lemon,1337,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,207.8076923076923,0.3440538519,Jan,Jan to Jan,Jan,460,orange
Barishal,Rabi,Lemon,1005,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,175.42564102564103,1.412935323,Jan,Jan to Jan,Jan,1420,orange
Bhola,Rabi,Lemon,471,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,185.23090277777777,0.3864118896,Jan,Jan to Jan,Jan,182,orange
Bogura,Rabi,Lemon,108,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,142.85416666666666,3.074074074,Jan,Jan to Jan,Jan,332,orange
Brahmanbaria,Rabi,Lemon,205,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,185.75631313131316,6.936585366,Jan,Jan to Jan,Jan,1422,orange
Chandpur,Rabi,Lemon,44,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,168.796875,10.63636364,Jan,Jan to Jan,Jan,468,orange
Chapai Nawabganj,Rabi,Lemon,307,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,124.92,2.003257329,Jan,Jan to Jan,Jan,615,orange
Chattogram,Rabi,Lemon,66350,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,243.94444444444449,0.104777694,Jan,Jan to Jan,Jan,6952,orange
Chuadanga,Rabi,Lemon,89,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,129.44444444444446,1.853932584,Jan,Jan to Jan,Jan,165,orange
CoxsBazar,Rabi,Lemon,67500,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,303.40277777777777,0.01392592593,Jan,Jan to Jan,Jan,940,orange
Cumilla,Rabi,Lemon,1642,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,185.75631313131316,1.333739342,Jan,Jan to Jan,Jan,2190,orange
Dhaka,Rabi,Lemon,552,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,169.94262295081967,16.65217391,Jan,Jan to Jan,Jan,9192,orange
Dinajpur,Rabi,Lemon,348,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,154.21843434343435,2.117816092,Jan,Jan to Jan,Jan,737,orange
Faridpur,Rabi,Lemon,110,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,155.864898989899,2.4,Jan,Jan to Jan,Jan,264,orange
Feni,Rabi,Lemon,72,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,248.1727642276423,1.986111111,Jan,Jan to Jan,Jan,143,orange
Gaibandha,Rabi,Lemon,145,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,179.6013888888889,2.317241379,Jan,Jan to Jan,Jan,336,orange
Gazipur,Rabi,Lemon,213,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,169.94262295081967,2.615023474,Jan,Jan to Jan,Jan,557,orange
Gopalganj,Rabi,Lemon,1250,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,155.864898989899,0.3704,Jan,Jan to Jan,Jan,463,orange
Habiganj,Rabi,Lemon,212,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,333.72557471264366,3.933962264,Jan,Jan to Jan,Jan,834,orange
Jamalpur,Rabi,Lemon,425,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,181.08838383838383,0.8447058824,Jan,Jan to Jan,Jan,359,orange
Jashore,Rabi,Lemon,865,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,134.2247474747475,1.14566474,Jan,Jan to Jan,Jan,991,orange
Jhallokati,Rabi,Lemon,1625,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,175.42564102564103,0.3907692308,Jan,Jan to Jan,Jan,635,orange
Jhenaidah,Rabi,Lemon,142,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,134.2247474747475,4.718309859,Jan,Jan to Jan,Jan,670,orange
Joypurhat,Rabi,Lemon,48,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,142.85416666666666,3.395833333,Jan,Jan to Jan,Jan,163,orange
Khagrachari,Rabi,Lemon,689,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,204.11111111111111,1.269956459,Jan,Jan to Jan,Jan,875,orange
Khulna,Rabi,Lemon,291,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,144.96843434343435,1.419243986,Jan,Jan to Jan,Jan,413,orange
Kishoreganj,Rabi,Lemon,119,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,181.08838383838383,7.176470588,Jan,Jan to Jan,Jan,854,orange
Kurigram,Rabi,Lemon,125,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,179.6013888888889,1.344,Jan,Jan to Jan,Jan,168,orange
Kushtia,Rabi,Lemon,146,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,129.44444444444446,12.04109589,Jan,Jan to Jan,Jan,1758,orange
Lakshmipur,Rabi,Lemon,560,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,185.75631313131316,0.65,Jan,Jan to Jan,Jan,364,orange
Lalmonirhat,Rabi,Lemon,130,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,179.6013888888889,2.769230769,Jan,Jan to Jan,Jan,360,orange
Madaripur,Rabi,Lemon,28,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,160.41666666666666,12.10714286,Jan,Jan to Jan,Jan,339,orange
Magura,Rabi,Lemon,257,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,134.2247474747475,5.412451362,Jan,Jan to Jan,Jan,1391,orange
Manikganj,Rabi,Lemon,310,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,169.94262295081967,4.561290323,Jan,Jan to Jan,Jan,1414,orange
Meherpur,Rabi,Lemon,157,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,129.44444444444446,5.656050955,Jan,Jan to Jan,Jan,888,orange
Moulvibazar,Rabi,Lemon,1101,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,333.72557471264366,8.990009083,Jan,Jan to Jan,Jan,9898,orange
Munshiganj,Rabi,Lemon,49,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,169.94262295081967,2.469387755,Jan,Jan to Jan,Jan,121,orange
Mymensingh,Rabi,Lemon,1292,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,181.08838383838383,4.287925697,Jan,Jan to Jan,Jan,5540,orange
Naogaon,Rabi,Lemon,483,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,124.92,1.556935818,Jan,Jan to Jan,Jan,752,orange
Narail,Rabi,Lemon,413,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,134.2247474747475,2.200968523,Jan,Jan to Jan,Jan,909,orange
Narayanganj,Rabi,Lemon,309,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,169.94262295081967,0.09385113269,Jan,Jan to Jan,Jan,29,orange
Narsingdi,Rabi,Lemon,346,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,169.94262295081967,7.37283237,Jan,Jan to Jan,Jan,2551,orange
Natore,Rabi,Lemon,240,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,124.92,5.383333333,Jan,Jan to Jan,Jan,1292,orange
Netrokona,Rabi,Lemon,212,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,181.08838383838383,9.613207547,Jan,Jan to Jan,Jan,2038,orange
Nilphamari,Rabi,Lemon,144,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,179.6013888888889,2.048611111,Jan,Jan to Jan,Jan,295,orange
Noakhali,Rabi,Lemon,103,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,185.75631313131316,3.640776699,Jan,Jan to Jan,Jan,375,orange
Pabna,Rabi,Lemon,232,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,124.92,8.775862069,Jan,Jan to Jan,Jan,2036,orange
Panchagar,Rabi,Lemon,190,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,154.21843434343435,2.368421053,Jan,Jan to Jan,Jan,450,orange
Patuakhali,Rabi,Lemon,550,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,207.8076923076923,0.5636363636,Jan,Jan to Jan,Jan,310,orange
Pirojpur,Rabi,Lemon,365,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,175.42564102564103,1.361643836,Jan,Jan to Jan,Jan,497,orange
Rajbari,Rabi,Lemon,183,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,155.864898989899,7.224043716,Jan,Jan to Jan,Jan,1322,orange
Rajshahi,Rabi,Lemon,201,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,124.92,18.83084577,Jan,Jan to Jan,Jan,3785,orange
Rangamati,Rabi,Lemon,1220,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,204.11111111111111,3.380327869,Jan,Jan to Jan,Jan,4124,orange
Rangpur,Rabi,Lemon,121,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,179.6013888888889,2.975206612,Jan,Jan to Jan,Jan,360,orange
Satkhira,Rabi,Lemon,321,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,140.35353535353536,1.211838006,Jan,Jan to Jan,Jan,389,orange
Shariatpur,Rabi,Lemon,191,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,155.864898989899,2.502617801,Jan,Jan to Jan,Jan,478,orange
Sherpur,Rabi,Lemon,114,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,181.08838383838383,2.666666667,Jan,Jan to Jan,Jan,304,orange
Sirajganj,Rabi,Lemon,94,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,142.85416666666666,5.127659574,Jan,Jan to Jan,Jan,482,orange
Sunamganj,Rabi,Lemon,147,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,333.72557471264366,5.197278912,Jan,Jan to Jan,Jan,764,orange
Sylhet,Rabi,Lemon,235,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,333.72557471264366,1.327659574,Jan,Jan to Jan,Jan,312,orange
Tangail,Rabi,Lemon,452,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,153.4104938271605,3.661504425,Jan,Jan to Jan,Jan,1655,orange
Thakurgaon,Rabi,Lemon,1225,19.58,16.55,10.01,7.02,17.5,10.0,25,77.5,95,60,154.21843434343435,0.266122449,Jan,Jan to Jan,Jan,326,orange
Bagerhat,Kharif 2,Lentil,1449,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,144.96843434343435,0.3388543823,Oct,Nov  to  Feb,Feb to March,491,lentil
Bandarban,Kharif 2,Lentil,27,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,243.94444444444449,0.3703703704,Oct,Nov  to  Feb,Feb to March,10,lentil
Barguna,Kharif 2,Lentil,177,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,207.8076923076923,0.3672316384,Oct,Nov  to  Feb,Feb to March,65,lentil
Barishal,Kharif 2,Lentil,4293,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,175.42564102564103,0.4346610762,Oct,Nov  to  Feb,Feb to March,1866,lentil
Bhola,Kharif 2,Lentil,1584,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,185.23090277777777,0.4577020202,Oct,Nov  to  Feb,Feb to March,725,lentil
Bogura,Kharif 2,Lentil,923,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,142.85416666666666,0.4236186349,Oct,Nov  to  Feb,Feb to March,391,lentil
Brahmanbaria,Kharif 2,Lentil,2861,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,185.75631313131316,0.3030408948,Oct,Nov  to  Feb,Feb to March,867,lentil
Chandpur,Kharif 2,Lentil,551,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,168.796875,0.3956442831,Oct,Nov  to  Feb,Feb to March,218,lentil
Chapai Nawabganj,Kharif 2,Lentil,5307,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,124.92,0.302996043,Oct,Nov  to  Feb,Feb to March,1608,lentil
Chattogram,Kharif 2,Lentil,256,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,243.94444444444449,0.23046875,Oct,Nov  to  Feb,Feb to March,59,lentil
Chuadanga,Kharif 2,Lentil,4477,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,129.44444444444446,0.4134465044,Oct,Nov  to  Feb,Feb to March,1851,lentil
CoxsBazar,Kharif 2,Lentil,0,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,303.40277777777777,2.518413598,Oct,Nov  to  Feb,Feb to March,0,lentil
Cumilla,Kharif 2,Lentil,960,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,185.75631313131316,0.2677083333,Oct,Nov  to  Feb,Feb to March,257,lentil
Dhaka,Kharif 2,Lentil,617,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,169.94262295081967,0.4408427877,Oct,Nov  to  Feb,Feb to March,272,lentil
Dinajpur,Kharif 2,Lentil,100,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,154.21843434343435,0.38,Oct,Nov  to  Feb,Feb to March,38,lentil
Faridpur,Kharif 2,Lentil,41417,18.77,68.36,19.41,6.93,15.0,10.0,20,90.0,95,85,155.864898989899,0.691648357,Oct,Nov  to  Feb,Feb to March,28646,lentil
