District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production
Narsingdi,Rabi,Wheat,6924,78.04172672376555,49.70296940169209,42.053727483871825,6.470956860536447,18.217662869951095,15.465160731271226,20,56.06384756801757,55,57,170.31259561748038,-1.5752959673865279,Dec,Jan  to  March,April,11039
Dhaka,Kharif 2,Garlic,988,77.76,48.44,19.79,6.25,25.0,20.0,30,67.5,70,65,169.94262295081967,2.045070319236035,Oct,Nov to Jan,Feb,2396
Faridpur,Rabi,Maize 2,0,81.00888311418069,44.27563250429896,21.03351459396984,6.244003852773755,20.411632205506617,13.623600435824203,27,59.79672603930888,59,61,148.7237821169802,2.445301916724114,Dec,Jan  to  March,April,6115
Meherpur,Rabi,Lal Shak,338,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,127.98264098034741,3.3068094798164047,Sep,Oct to Nov,Nov to Feb,976
Gazipur,Rabi,Groundnut,73,21.44,48.01,20.23,6.83,27.5,20.0,35,85.0,90,80,169.94262295081967,0.5124254687506626,Oct,Nov to March,March to April,47
Manikganj,Kharif 2,Pineapple,1509,49.88,59.05,50.04,6.74,26.5,18.0,35,75.0,80,70,169.94262295081967,3.143182341907794,Sep,Sep to May,June to Aug,5591
Rangpur,Rabi,Sesame,155,115.06745238665277,48.60701484793899,19.670885304076847,6.842497589748414,30.242568901005495,27.0,35,46.351119771349836,50,40,194.30821401870824,0.4166666667,Nov,Dec to Jan,Feb,59
Moulvibazar,Kharif 2,Patal,6,99.42,17.0,50.22,6.5,27.5,20.0,35,72.5,85,60,295.06121696253916,2.4231811527309826,Aug,Sep to Jan,Jan to March,14
Natore,Kharif 1,Beans,393,19.62421524613754,67.09912006021113,22.621449944063208,5.792188743369665,15.650446385528632,9.345704159388074,22,67.01920775981729,66,68,131.98112062928521,4.109014548828613,June,July to Nov,Nov to April,0
Narayanganj,Kharif 1,Lady’s Finger,386,49.692843927957526,51.31518441298528,46.90174104089962,6.52602000067219,20.03822221889561,10.0,30,79.96711267329076,85,75,185.43992846930763,1.679906542,April,May to June,June to Sep,710
Magura,Rabi,Boroi,8487,18.597244145399156,27.568044812507516,30.264609081379444,5.794352791592837,20.017305376771954,15.3784417292943,25,59.59734733883497,59,61,136.92024295618666,2.4737272280172258,January,No need to do,February to March,8782
Bhola,Kharif 2,Arhar,0,22.67900154461538,68.15363027861216,21.067684143450464,5.785395834631822,28.19260586430731,25.52061060265337,29,35.39339581483268,34,36,177.80265588994263,2.3535493673206656,Aug,Sep to Oct,Nov,5691
Dhaka,Kharif 2,Gourd,4485,102.88175620220295,15.495001801881136,50.93618284406431,6.494164887757873,26.940573501367783,17.605529314101325,35,80.06600655796089,79,81,169.65504053268404,8.805543848595164,July,Aug to Jan,Jan to March,14857
Gaibandha,Kharif 2,Cabbage,488,77.2730385734043,44.45368274706573,16.888972614395424,6.199815439679531,15.983007874295383,10.0,24,74.605838154731,90,60,199.54445772015708,6.048780488,Sep,Oct to Jan,Feb,3224
Narail,Rabi,Sesame,2478,121.24506875932175,50.318599468949785,20.82289453837602,6.865537694433176,30.344948566351626,27.0,35,42.81073136693819,50,40,135.0592114307664,0.4001766784,Nov,Dec to Jan,Feb,896
Madaripur,Kharif 1,Jambura,8748,19.81941808177819,15.914128440318375,8.789826902639298,7.028876296768157,27.116091091158093,24.877460031253012,30,80.16397132031808,79,81,163.17874672155176,8.109355669945437,April,No need to do,May to June,0
Narail,Kharif 2,Gourd,486,100.63241413891272,19.31427996555155,53.16209779524203,6.491591332152446,26.36905785921651,18.0,35,81.88633444278197,85,75,134.4320883591119,4.952164009,July,Aug to Jan,Jan to March,1854
Sirajganj,Kharif 1,Chalkumra,358,100.62087395927978,21.218805312332265,53.42196370158684,6.477223271526572,23.42490637348366,18.0,27,72.48713633363855,85,65,145.8245056024099,4.735802469,March,April to July,July to Oct,1549
Brahmanbaria,Kharif 2,Betelnut,510,21.11935450319233,17.906417795578683,31.02571074032279,5.892875519493456,29.133157066347025,25.0,35,78.72583436202734,90,70,196.21723584607213,2.389233954,July,Aug to Jan,Jan to March,1082
Cumilla,Kharif 2,Arhar,0,18.30513772033744,67.04914353440007,17.946820728206752,5.78871827578832,28.401657499529172,26.42210717618569,29,35.673813331954555,35,37,179.54569160450276,-1.7610940520707112,Aug,Sep to Oct,Nov,0
Narayanganj,Rabi,Palmyra Palm,0,15.657508041723109,16.681551401308816,25.781033578281704,5.986925826111644,19.87041100402328,15.040720592400401,25,60.51266712172257,60,62,174.594810824273,7.627965330480045,Sep,Oct to Nov,Nov to Feb,6075
Meherpur,Kharif 1,Beans,379,20.75,67.54,20.05,5.75,16.0,10.0,22,67.5,75,60,126.44742949641545,4.309850165914188,June,July to Nov,Nov to April,2249
Chuadanga,Kharif 2,Patal,0,100.92110976370901,21.11064040684382,53.791745570639264,6.517076299126826,27.676668091483467,19.795595149482615,36,72.8488383371276,72,74,134.468302012894,1.8328991025542636,Aug,Sep to Jan,Jan to March,0
Faridpur,Rabi,Palmyra Palm,9781,19.982541657197633,16.975974990784223,30.694862340604168,5.975553209095357,19.645228402910274,14.763483368249354,25,59.406122324055325,58,60,156.26427011638395,12.197672012793268,Sep,Oct to Nov,Nov to Feb,0
Narsingdi,Kharif 1,Taramind,21,15.625591974913348,24.9897926789042,28.511822210238215,5.7512602909211115,32.79869243750876,25.0,40,63.89602642220365,80,50,182.71396210506424,8.363636364,February,March to April,February to May,199
Manikganj,Kharif 2,Patal,0,99.46228009636401,17.65103995813632,50.93795943291518,6.51021998133952,27.342800994303133,20.477025108946513,34,71.52744620285586,71,73,166.98370947271775,3.1635837160628295,Aug,Sep to Jan,Jan to March,0
Noakhali,Kharif 1,Guava,0,51.43365453114197,57.40094199066946,48.44559309900916,6.7596791642249325,29.288852184502787,23.20853297400384,36,67.4047493120988,66,68,186.88618850985756,7.28323292190245,April,No need to do,Throuout The year,6255
Noakhali,Kharif 2,Green Palmyra,468,17.2640623287368,18.132958132607033,26.60646590868481,5.887832676825165,30.954257241075243,25.0,35,73.60905330761534,90,60,200.6455201089652,4.398104265,April,No need to do,May,2027
Jhallokati,Kharif 1,Aus,36889,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,176.41063718912233,1.0570067987458576,March,April to july,Aug,39116
Narayanganj,Kharif 2,Green Palmyra,5844,19.533871830549543,15.04107701241619,32.52855621032477,5.969151019369125,30.11977825776561,25.054835930412192,35,74.59806098053431,74,76,169.28381036796807,14.132696366704522,April,No need to do,May,0
Jhallokati,Rabi,Onion,8972,75.9572903247193,48.46519236958151,15.540189017636905,6.239584559093391,20.302325710080492,14.7749667328839,26,69.33291660920844,68,70,165.90029157941117,2.394119224042821,Oct,Nov to March,March to April,28168
CoxsBazar,Rabi,Wheat,2000,75.96556204163011,48.62124293716646,39.91258582496437,6.427337995594931,17.92710558861833,15.83208185846875,20,54.26418883871907,53,55,304.8524338905503,4.437788018641629,Dec,Jan  to  March,April,0
Gopalganj,Rabi,Banana,1037,101.37702621717882,86.5008780410789,49.23623935259598,5.934280539306756,26.436021161034724,15.0,35,81.50453389394673,85,75,173.1610790077136,5.922992299,Jan,Jan to Jan,Jan,4841
Chuadanga,Kharif 1,Ripe Papaya,2943,51.657449075490995,58.01599924043029,48.335811889985166,6.732157777652862,29.95737910085479,24.85537006343903,35,79.68304186652675,79,81,133.3331236658233,27.850226654963922,April,No need to do,April to May,13540
Noakhali,Rabi,Maize 2,245,74.32158275222513,46.57616969019998,23.52870604365213,6.2530065541517885,19.678264850183783,14.0,27,57.67699177765032,70,50,186.97318255550937,3.1171875,Dec,Jan  to  March,April,851
Chapai Nawabganj,Kharif 2,Patal,4770,99.22547440756821,16.39441383171407,53.93522977279628,6.476910144984806,27.58444787167719,19.839000368336016,35,71.408246463901,70,72,119.63631133761547,3.3059163530090925,Aug,Sep to Jan,Jan to March,0
Habiganj,Kharif 2,Cabbage,3674,73.52259152446362,48.01405678173173,16.600230683548425,6.265778795816143,16.85019610946645,9.982331910870265,24,75.21751568395345,74,76,338.7494556984981,7.994825692859243,Sep,Oct to Jan,Feb,7554
Thakurgaon,Kharif 2,Cauliflower,873,76.05587723435474,51.48423085240824,18.382473434675493,6.17418424950556,20.21307883734724,8.0,30,77.36537324729929,85,70,172.53033240343035,5.112774451,Sep,Nov to Jan,Feb,5722
Meherpur,Kharif 2,Gourd,0,103.05006266240879,19.508647134713645,45.572286964366455,6.50060464678093,26.580723886472317,17.870529134575417,35,81.56682582089876,81,83,132.81424881907188,7.956568411530434,July,Aug to Jan,Jan to March,8015
Gazipur,Kharif 2,Gram,8,40.09,67.79,79.92,7.34,27.5,20.0,35,35.0,45,25,169.94262295081967,2.096721609168688,Aug,Sep to Oct,Nov,4
Munshiganj,Rabi,Danta Shak,122,79.04458402919155,44.64819706956301,21.068561934174685,6.279814358223133,23.809594299839034,18.0,32,78.2786242006625,85,75,179.82468299657037,2.28030303,March,April to Aug,Sep,270
Munshiganj,Kharif 2,Cucumber,204,98.19320004524513,17.926808589234557,53.33264193227262,6.527903113281762,26.095049308061974,18.0,35,76.88742136528599,90,60,151.9104006851832,5.544444444,Sep,Nov to March,March to jun,1085
Sylhet,Rabi,Wheat,542,79.52265381108077,46.89481629513476,39.85800441042712,6.412664432072439,16.741988232867733,15.5,20,53.60503185359713,60,50,319.41657524702634,0.7406779661,Dec,Jan  to  March,April,454
Noakhali,Kharif 2,Aman,303360,79.89,47.58,39.87,6.43,26.0,12.0,40,72.5,85,60,185.75631313131316,1.0263691465616933,June,July to  Oct,Nov to Dec,312293
Chuadanga,Kharif 1,Lady’s Finger,5466,49.864296323557376,54.949090362575056,51.80199267427841,6.487412223015858,20.135477043031386,10.170052976469004,30,79.70317605686016,79,81,133.16926812645093,3.4355758333791684,April,May to June,June to Sep,6913
Gopalganj,Rabi,Boro,177988,75.33520051058345,50.490843194945576,41.627719991708176,6.429372522711588,25.84772205299951,12.287085217210484,40,72.2395207750384,71,73,155.30233621839858,0.7568497140791857,Nov,Dec to March,April,367258
Jhallokati,Kharif 1,Malta,55,19.58,16.55,10.01,7.02,27.5,20.0,35,85.0,90,80,175.42564102564103,3.3636363639999995,June,June to August,August to September,185
Pirojpur,Rabi,Banana,2928,100.23,82.00999999999999,50.05,5.98,25.0,15.0,35,80.0,85,75,176.30418378284588,7.609003898951938,Jan,Jan to Jan,Jan,23753
Narsingdi,Kharif 1,Jute,7257,78.4,46.86,39.99,6.73,30.0,20.0,40,75.0,80,70,169.94262295081967,4.623165531067624,March,April to Aug,Sep,33418
Gopalganj,Kharif 2,Tobacco,33,117.77,46.24,19.56,6.91,17.5,15.0,20,67.5,85,50,155.864898989899,1.9262433759444624,Oct,Nov to Feb,Feb to April,27
Natore,Kharif 2,Barbati,367,24.401040338391155,70.53774152412132,15.120729986067467,5.836885439896814,25.671165489081254,20.0,30,74.41104352763811,85,60,134.09307639641466,1.099502488,Sep,Oct to Dec,December to April,456
Gazipur,Kharif 1,Jack Fruit,3436,18.21138548018733,29.595199487276773,31.81683095783614,5.764494124290375,34.41155222199649,22.204337939336206,47,82.36383336107679,81,83,164.4412504184453,16.991182552899314,April,No need to do,April to June,82652
Chandpur,Kharif 2,Rape & Mustard,4962,115.74550335159775,41.30789769353675,20.033784722175216,6.884915130343464,22.467085920143514,14.466153003828296,30,74.96992313807932,74,76,169.29884524277637,0.7591880904934097,Oct,Nov to Feb,Feb to April,5134
Pirojpur,Kharif 2,Lentil,0,22.128478435551568,66.90780811094939,21.405467090744295,6.9141577408812305,15.053698684561702,9.964037068210263,20,90.82646113424738,90,92,175.50796294040842,1.8550493990576427,Oct,Nov  to  Feb,Feb to March,14921
Bandarban,Kharif 1,Jute,0,82.54556283501678,51.6499482656222,43.18341508935747,6.727352321082824,29.45766569899689,20.0,40,73.25345364172027,80,70,248.43087774994655,2.518413598,March,April to Aug,Sep,1
Narayanganj,Rabi,Karala,0,102.9173466994551,12.374018669080794,50.69047146074627,6.487445936879021,25.273186389533503,23.812954126285476,27,87.13375341994015,86,88,163.15653666630809,-0.40323330445842953,Feb,March to July,Aug to Sep,7258
Munshiganj,Kharif 1,Green Papaya,232,49.88,59.05,50.04,6.74,25.0,20.0,30,70.0,80,60,169.94262295081967,15.019322539335908,June,June to August,August to September,4025
Narsingdi,Rabi,Wheat,0,80.88531102783955,48.46384648301631,39.47071056086193,6.421838759681265,17.630529891907617,15.546348368298334,19,55.08483078647603,54,56,170.60429519624287,0.5653746703674442,Dec,Jan  to  March,April,6660
Rangamati,Kharif 2,Oal Kachu,269,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,198.34119234097503,3.0689969631712106,Sep,Oct to Dec,Dec to Feb,893
Barguna,Kharif 2,Tobacco,0,121.41193929219722,50.92399838023842,22.969338415984723,6.983685775326432,18.11388409630214,15.0,20,69.28805854720068,85,50,205.70778062668964,2.518413598,Oct,Nov to Feb,Feb to April,1
Khagrachari,Kharif 2,Motor,108,26.065702291100507,46.234018324442346,17.820723062951483,6.799141645908711,22.887884393053284,15.0,30,79.61289328473651,90,75,185.90437064531324,0.4134615385,Oct,Nov to March,March to April,51
Kishoreganj,Kharif 2,Betelnut,2160,27.502815886334492,14.567788174475215,32.06487527140768,5.984427918871499,30.19657412220435,25.65571541589109,34,78.71185683119447,78,80,178.0640030469229,-0.8439696942163402,July,Aug to Jan,Jan to March,0
Naogaon,Kharif 1,Dalim,6,14.581369023351755,15.936106902722404,43.59633434927606,6.407111072534815,21.857490896284766,5.0,38,81.88558326881369,95,70,133.40525261391434,4.2,April,No need to do,Throuout The year,17
Cumilla,Rabi,Ginger,89,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,75,60,185.75631313131316,1.9908334212929786,Oct,Nov to March,March to April,175
Lakshmipur,Kharif 1,Guava,74,52.94078219633663,56.463175148431084,46.77803625830529,6.759205974099993,27.54350467197614,23.0,35,67.85388091241497,85,50,200.82158924419085,15.21212121,April,No need to do,Throuout The year,885
Naogaon,Rabi,Banana,1780,95.89824660967216,85.06748683326717,46.04878284197633,5.93807508965886,23.61530521688233,15.0,35,77.92775428048611,85,75,135.88487988220865,8.50030656,Jan,Jan to Jan,Jan,16382
Chapai Nawabganj,Kharif 2,Jamrul,12214,19.35671390193132,24.335377808114902,32.499762875006,5.767869217524143,30.018038338875307,25.22397587458717,35,79.74242166802709,79,81,122.6626708645225,1.0367552492279999,June,July to August,June  to September,508
Gaibandha,Kharif 2,Puishak,262,77.57062431784115,53.27004614347665,16.85704349938834,6.1903885615614085,20.55571454479632,12.0,30,68.50862363259424,75,65,168.9828857781615,2.035433071,Aug,Sep to Jan,Feb,593
CoxsBazar,Kharif 2,Tobacco,210,117.77,46.24,19.56,6.91,17.5,15.0,20,67.5,85,50,278.35420476749283,1.7411667182541188,Oct,Nov to Feb,Feb to April,231
Satkhira,Kharif 1,Ripe Papaya,0,48.95905222312003,60.458392727062794,52.15642400134219,6.737896913521243,29.896786628275038,25.2723385715198,34,80.33826494411386,79,81,140.5759949006467,7.865712498148078,April,No need to do,April to May,7138
Noakhali,Rabi,Groundnut,10843,24.549487068848155,46.229102663412654,20.716719516968364,6.8408343084770795,26.421450238529758,20.0,35,87.45396801336068,90,80,185.8451440079043,0.6782880071,Oct,Nov to March,March to April,8165
Chapai Nawabganj,Kharif 2,Jamrul,7,20.770647368851787,25.421269619317343,34.101847155443586,5.694385355464747,29.349344368943225,25.0,35,77.30579424370512,90,70,134.90426197450137,0.375,June,July to August,June  to September,3
Kishoreganj,Kharif 2,Palong Shak,0,75.62479675373159,48.9451871991054,26.742981555404697,6.247185316919815,20.949696922902547,12.261032763624552,30,69.4534541916517,68,70,178.5118339207048,0.6516131576379547,Aug,Sep to Jan,Feb,9040
Patuakhali,Kharif 1,Green Coconut,1746,25.230264703885723,18.50025871523807,30.11915541516742,6.024645096940276,23.523826945332985,20.0,30,72.31235499016067,80,60,227.28915512244762,7.897133221,May,June to August,August to September,15067
Lakshmipur,Kharif 1,Amra,9680,14.571606829282466,30.721646650755872,32.415896511522554,5.7709705772549,24.946934868293106,19.482943754692926,30,69.06873893740678,68,70,189.40708111654996,26.65743241656245,June,June to August,August to September,6876
Lalmonirhat,Kharif 1,Ripe Papaya,80,46.36738586108934,61.31982505884336,53.26175814226187,6.830882407382714,29.076742526573607,25.0,35,77.24836198014103,90,70,172.82877818444024,10.30666667,April,No need to do,April to May,755
Faridpur,Kharif 1,Green Coconut,1564,26.121372819369594,14.993354815370038,30.58193081275552,5.976923790195825,25.146465475867156,19.47903898926827,30,70.96395571008443,70,72,156.54620473196036,9.286395609467505,May,June to August,August to September,3693
Manikganj,Rabi,Danta,279,77.01789454746019,45.79465449396803,17.460978889433523,6.208545706837668,24.27493156589336,18.0,32,82.92354451820394,85,75,177.36688672098984,2.565217391,March,April to Aug,Sep,862
Narsingdi,Kharif 2,Shalgom,33,77.76,48.44,19.79,6.25,14.5,5.0,24,82.5,95,70,169.94262295081967,1.1888747864698614,Sep,Oct to Nov,Nov to Feb,45
Jhallokati,Rabi,Karala,15,102.66724707483151,16.529743468421792,52.4696718563974,6.483848504234524,25.173271890270506,23.868560551480194,27,87.4801508405862,86,88,160.2808233140615,2.3656148672758825,Feb,March to July,Aug to Sep,0
Magura,Kharif 2,Black Berry,143,23.18,132.53,200.11,6.03,25.0,20.0,30,70.0,75,65,132.7378332563061,3.496339152421658,June,July to August,June  to September,522
Natore,Rabi,Sesame,0,120.247320149798,45.76968071762169,16.826738288978643,6.914867258476096,30.687503159897954,27.143048468557165,34,45.71026008227222,45,47,118.47890924448357,-0.6248317494117159,Nov,Dec to Jan,Feb,0
Chapai Nawabganj,Rabi,Banana,0,103.39870704923649,80.48446545603518,53.45064480186959,5.974246638061453,25.036294337987822,14.964182734776154,35,79.63075896835906,79,81,123.23753179891523,9.244989114409417,Jan,Jan to Jan,Jan,2911
Khagrachari,Kharif 2,Patal,0,96.54559639173804,13.725344856497673,49.17054233166089,6.495869028502372,27.686211954861818,19.74172137238734,35,71.96208661791717,71,73,196.91570314671694,1.256341850285465,Aug,Sep to Jan,Jan to March,0
Rangpur,Kharif 1,Maize 1,23817,82.33205968157523,48.50143800146454,23.05380261747161,6.295617889034933,28.288090145107113,20.0,34,75.35879257598667,85,60,186.21763865130413,3.127422751,March,April to May,June to July,62911
Magura,Rabi,Groundnut,69,24.838963007058535,44.06643055545622,23.43977223469122,6.923899691851208,26.729820411835654,20.0,35,87.639902220469,90,80,154.03160884821057,2.061538462,Oct,Nov to March,March to April,158
Sherpur,Kharif 1,Ripe Papaya,0,50.386230966495525,57.6699212515978,51.32101837312831,6.750371178720302,29.746233960914136,25.390223412690894,35,79.94731032891835,79,81,181.1228931312808,6.331849612576935,April,No need to do,April to May,24189
Madaripur,Rabi,Laushak,0,82.04700187825226,49.909378175880335,17.202429099636284,6.24365649606009,19.675289848812223,14.399132955220264,25,80.36967168253737,79,81,165.69980477887512,-0.7039384901623262,Sep,Oct to Nov,Nov to Feb,0
Madaripur,Kharif 2,Black Berry,2720,27.809141780675322,133.8617679348682,197.5913178321608,6.012455846721,24.91959623783567,19.021060402268276,30,70.22957978345586,69,71,159.33769823144155,2.0790943047482324,June,July to August,June  to September,0
Jhallokati,Kharif 1,Mukhi Kachu,0,75.09522946042513,48.896951155767105,18.58720238772873,6.193702921463323,10.069459351200214,8.0,15,80.37999432344158,90,65,175.8104297304641,2.518413598,April,May to Sep,Sep to Feb,1
CoxsBazar,Kharif 2,Mashkalai,0,39.07479560024242,67.35979761613858,17.32177644782288,7.119062132038602,27.453768179643586,20.168983981735856,35,34.772666230147806,34,36,298.04312518503696,-0.5837568919345437,Aug,Sep to Oct,Nov,5172
CoxsBazar,Kharif 1,Kolmi Shak,0,78.54341853749557,49.46777006293063,20.77662159115064,6.261540763134985,27.501294406713086,20.305089871180986,35,90.36594029579489,89,91,299.0698951496682,2.954811804855294,March,April to Aug,Sep to Oct,6747
Naogaon,Kharif 2,Gram,4404,38.11387645714607,68.91774027846886,81.06860480497389,7.329157239364104,27.584933295737873,19.871513539646266,35,34.88144870255261,34,36,117.65474680461892,-0.3029225929536026,Aug,Sep to Oct,Nov,15728
Rangamati,Rabi,Lal Shak,199,77.76,48.44,19.79,6.25,20.0,14.999999999999998,25,75.0,80,70,206.64389115696144,0.9847587890187472,Sep,Oct to Nov,Nov to Feb,208
Kishoreganj,Kharif 1,Taramind,1929,18.708453095182016,29.915440818302184,29.1437791156296,5.770721997886037,32.74911212433241,25.185513220353478,40,64.54724157505609,64,66,185.27607815442002,2.138048486141498,February,March to April,February to May,0
Faridpur,Kharif 1,Ripe Papaya,48,49.879999999999995,59.05,50.03999999999999,6.74,30.0,25.0,35,80.0,90,70,154.7586671404653,15.353355165962679,April,No need to do,April to May,747
Rangamati,Rabi,Chili,1192,77.65149024957365,53.31512524989513,18.192691066925626,6.3495431164710805,23.058828758984603,15.0,30,57.75225043043789,70,50,197.2138104082122,0.5436300175,Oct,Nov to March,March to April,737
Kishoreganj,Rabi,Banana,6797,101.00323056253805,82.88035570958213,51.254408784861965,5.987412148579407,24.74482209644674,15.098275674043014,35,80.38928215731161,79,81,177.74067746992824,7.413948334793094,Jan,Jan to Jan,Jan,25783
Tangail,Kharif 2,Patal,296,103.70601110060878,14.708086752337676,50.03825188983046,6.4895966720117055,28.23296065826915,20.0,35,71.34768606436936,85,60,155.04232715985574,3.084459459,Aug,Sep to Jan,Jan to March,776
Sylhet,Kharif 2,Jamrul,1054,23.90636076304801,28.69178104060411,29.216749329634933,5.763620996583993,29.830136948325713,25.08203559814305,35,79.27592599712881,78,80,338.8419953871339,-0.4977248116876531,June,July to August,June  to September,0
Kurigram,Kharif 2,Gourd,399,97.73085969304348,14.642256019756916,51.792144376892374,6.5024572681060535,26.579717881486935,18.430787999182726,35,79.95371645760818,79,81,183.47917757767988,5.363015072747286,July,Aug to Jan,Jan to March,641
Jhallokati,Rabi,Cheena,0,82.01495925578251,46.177103065377416,44.85141091490256,6.4301675647779515,21.02741950159488,16.65437885009749,25,62.627249998241325,62,64,177.96417010017015,3.5117044795759904,Nov,Dec to Feb,Feb to April,0
Khagrachari,Kharif 1,Mukhi Kachu,1238,80.05616713456656,45.62194162779646,19.87705996422684,6.266879278201392,11.869785392682394,8.0,15,75.52201325386645,90,65,217.12694773209927,5.252238806,April,May to Sep,Sep to Feb,6134
Kishoreganj,Kharif 1,Guava,202,49.88,59.05,50.04,6.74,29.0,23.0,35,67.5,85,50,181.08838383838383,6.647548432227471,April,No need to do,Throuout The year,1217
Patuakhali,Kharif 2,Gram,0,41.68409105148055,72.85904227118075,80.14729129444282,7.324584949400727,27.540831176287735,20.162533106788192,35,34.61334154196551,34,36,210.30643744799315,0.007732480418024823,Aug,Sep to Oct,Nov,0
Jhenaidah,Kharif 2,Cauliflower,3847,81.87241906031934,50.070976124125245,15.641590661954037,6.242226316860323,18.9789902918874,7.935985711385877,30,76.24625709431217,75,77,140.54203714355765,5.498724450468933,Sep,Nov to Jan,Feb,626
Panchagar,Kharif 1,Mukhi Kachu,1391,79.99543440362096,53.07274068153599,21.376090991102398,6.203557518499739,11.803997899544697,8.0,15,80.33429512949417,90,65,155.53095258820264,3.237931034,April,May to Sep,Sep to Feb,5485
Madaripur,Rabi,Boro,88992,83.44581435057012,43.36748387761989,42.28224268768521,6.330135640628559,25.439881977678745,12.0,40,71.63963852824045,85,60,156.49129033279573,1.722083075,Nov,Dec to March,April,127202
Gopalganj,Rabi,Lal Shak,163,80.29719063585684,47.08294595274283,20.435895107889035,6.271427624113065,19.945300754581524,14.725502199816155,25,76.16008199004088,75,77,163.9316051567612,2.0436557100720525,Sep,Oct to Nov,Nov to Feb,0
Lakshmipur,Rabi,Pumpkin,801,97.82716124739794,17.206760354684196,51.78123000985171,6.405264436737549,20.109305988800962,15.0,25,62.038299130514496,70,50,185.66030149085856,2.231016043,Sep,Oct to Nov,Nov to Feb,2027
Sylhet,Kharif 1,Beans,7295,27.324707039009073,67.47357715297115,22.032648070232014,5.74184390876192,15.623781843206002,10.2787014862276,22,68.21347367311651,67,69,338.1293869148652,2.5977645821912776,June,July to Nov,Nov to April,7360
Meherpur,Kharif 2,Aman,83319,77.54849676846959,48.59265889843512,42.24619006497205,6.455196233891917,26.325198591798706,12.301115254194091,40,72.11991225415768,71,73,135.18425508845837,2.1013647509323894,June,July to  Oct,Nov to Dec,98569
Satkhira,Kharif 2,Lentil,0,18.339399843851847,66.93071490953788,23.58414171421176,6.927617212705708,14.962909528585083,9.833301568447514,21,88.93315958760698,88,90,134.35945725995538,1.8771015535539706,Oct,Nov  to  Feb,Feb to March,0
Patuakhali,Kharif 2,Mug,2964,20.99,47.28,19.87,6.72,30.0,25.0,35,70.0,80,60,204.98365274034165,2.010665883492213,Feb,March to May,May,1089
Barishal,Kharif 1,Maize 1,0,76.71775328653086,48.282788252620506,19.98260248346381,6.253063699459509,26.60903251498688,20.31789006920581,34,72.0781669409798,71,73,182.6009519272371,1.8949439684536094,March,April to May,June to July,0
Narail,Kharif 2,Pineapple,0,49.88000000000001,59.05,50.03999999999999,6.74,26.5,18.0,35,75.0,80,70,134.2247474747475,2.518413598,Sep,Sep to May,June to Aug,0
Chattogram,Rabi,Sesame,1250,114.04237325135517,44.53019384896684,19.41351052859485,6.947741275484828,30.176740272862666,26.341612186310343,35,45.67567857923321,45,47,253.21678034633376,0.17545110613699094,Nov,Dec to Jan,Feb,0
Khagrachari,Kharif 2,Tobacco,11244,112.78731255657623,48.46601995003219,20.08420956045521,6.9237805289136585,17.074507491418153,15.03015211658268,21,69.4025896321759,68,70,206.5396871116185,0.01384976550395467,Oct,Nov to Feb,Feb to April,20426
Noakhali,Kharif 2,Motor,111,23.167681711046693,50.361208584648224,15.409770529378036,6.833865928484067,22.926830368318527,15.0,30,83.1632662167815,90,75,200.07423108520368,0.3888888889,Oct,Nov to March,March to April,52
Patuakhali,Kharif 2,Cabbage,363,77.76,48.44,19.79,6.25,17.0,10.0,24,75.0,90,60,202.23303952289493,4.398320042846931,Sep,Oct to Jan,Feb,2107
Lakshmipur,Rabi,Chili,6756,79.84065895539854,47.74730944800607,18.68893352996646,6.26594029932397,22.237270991891986,14.734647123289621,30,59.17001862246378,58,60,182.45570431060685,1.3432736544845638,Oct,Nov to March,March to April,9457
Narayanganj,Rabi,Wheat,0,78.92974179384018,48.43169321370139,37.44868575737195,6.438904868797651,17.918505703696336,15.719032660193038,20,56.06080361532597,55,57,163.18021778991778,0.21958898272837157,Dec,Jan  to  March,April,0
Feni,Kharif 2,Shalgom,0,74.26274693516626,49.186886594898404,20.378506752768267,6.245423829915396,14.829148924062684,5.221190512033196,24,82.82486871089033,82,84,260.07628863408036,5.365030563024706,Sep,Oct to Nov,Nov to Feb,0
Narsingdi,Kharif 2,Sugarcane,197,76.63655447973528,43.639566773198695,16.58755686246336,6.197273890151235,28.64445740419649,20.0,38,64.32442569783315,85,45,179.89130200853327,9.265957447,Oct,Nov to Aug,Aug to Sep,1585
Jhenaidah,Kharif 2,Patal,1409,99.42000000000002,17.0,50.22,6.5,27.5,20.0,35,72.5,85,60,134.2247474747475,4.403163003192346,Aug,Sep to Jan,Jan to March,6231
Jashore,Rabi,Danta Shak,0,74.8829626618891,46.187529540043,21.31102707900416,6.244292822246023,25.08926327488558,17.83254549229415,32,79.69037690653948,79,81,138.35030374654016,2.04514145660442,March,April to Aug,Sep,0
Barguna,Kharif 1,Kakrol,33,101.7475843770298,21.71786413890012,49.63921359168033,6.566779836910676,23.88082870496382,20.0,30,74.18466134337335,85,60,215.5390410279736,1.272727273,April,May to July,July to Sep,35
