District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production
Joypurhat,Kharif 1,Lady’s Finger,185,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,142.85416666666666,2.448648649,April,May to June,June to Sep,453
Khagrachari,Kharif 1,Lady’s Finger,546,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,204.11111111111111,1.875457875,April,May to June,June to Sep,1024
Khulna,Kharif 1,Lady’s Finger,351,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,144.96843434343435,1.521367521,April,May to June,June to Sep,534
Kishoreganj,Kharif 1,Lady’s Finger,361,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,181.08838383838383,2.831024931,April,May to June,June to Sep,1022
Kurigram,Kharif 1,Lady’s Finger,434,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,179.6013888888889,1.744239631,April,May to June,June to Sep,757
Kushtia,Kharif 1,Lady’s Finger,653,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,129.44444444444446,4.457886677,April,May to June,June to Sep,2911
Lakshmipur,Kharif 1,Lady’s Finger,642,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,185.75631313131314,3.199376947,April,May to June,June to Sep,2054
Lalmonirhat,Kharif 1,Lady’s Finger,316,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,179.6013888888889,2.212025316,April,May to June,June to Sep,699
Madaripur,Kharif 1,Lady’s Finger,275,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,160.41666666666666,3.181818182,April,May to June,June to Sep,875
Magura,Kharif 1,Lady’s Finger,129,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,134.2247474747475,2.635658915,April,May to June,June to Sep,340
Manikganj,Kharif 1,Lady’s Finger,372,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,169.94262295081967,3.333333333,April,May to June,June to Sep,1240
Meherpur,Kharif 1,Lady’s Finger,272,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,129.44444444444446,3.455882353,April,May to June,June to Sep,940
Moulvibazar,Kharif 1,Lady’s Finger,303,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,333.72557471264366,1.330033003,April,May to June,June to Sep,403
Munshiganj,Kharif 1,Lady’s Finger,496,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,169.94262295081967,3.377016129,April,May to June,June to Sep,1675
Mymensingh,Kharif 1,Lady’s Finger,1105,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,181.08838383838383,2.014479638,April,May to June,June to Sep,2226
Naogaon,Kharif 1,Lady’s Finger,427,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,124.92,1.826697892,April,May to June,June to Sep,780
Narail,Kharif 1,Lady’s Finger,324,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,134.2247474747475,3.475308642,April,May to June,June to Sep,1126
Narayanganj,Kharif 1,Lady’s Finger,428,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,169.94262295081967,1.679906542,April,May to June,June to Sep,719
Narsingdi,Kharif 1,Lady’s Finger,332,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,169.94262295081967,2.271084337,April,May to June,June to Sep,754
Natore,Kharif 1,Lady’s Finger,666,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,124.92,1.238738739,April,May to June,June to Sep,825
Netrokona,Kharif 1,Lady’s Finger,410,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,181.08838383838383,2.546341463,April,May to June,June to Sep,1044
Nilphamari,Kharif 1,Lady’s Finger,226,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,179.6013888888889,2.411504425,April,May to June,June to Sep,545
Noakhali,Kharif 1,Lady’s Finger,330,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,185.75631313131314,2.475757576,April,May to June,June to Sep,817
Pabna,Kharif 1,Lady’s Finger,1055,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,124.92,2.15450237,April,May to June,June to Sep,2273
Panchagar,Kharif 1,Lady’s Finger,490,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,154.21843434343435,2.953061224,April,May to June,June to Sep,1447
Patuakhali,Kharif 1,Lady’s Finger,117,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,207.8076923076923,1.666666667,April,May to June,June to Sep,195
Pirojpur,Kharif 1,Lady’s Finger,217,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,175.42564102564103,1.31797235,April,May to June,June to Sep,286
Rajbari,Kharif 1,Lady’s Finger,761,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,155.864898989899,4.403416557,April,May to June,June to Sep,3351
Rajshahi,Kharif 1,Lady’s Finger,646,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,124.92,3.417956656,April,May to June,June to Sep,2208
Rangamati,Kharif 1,Lady’s Finger,542,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,204.11111111111111,1.477859779,April,May to June,June to Sep,801
Rangpur,Kharif 1,Lady’s Finger,441,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,179.6013888888889,1.675736961,April,May to June,June to Sep,739
Satkhira,Kharif 1,Lady’s Finger,781,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,140.35353535353536,2.733674776,April,May to June,June to Sep,2135
Shariatpur,Kharif 1,Lady’s Finger,233,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,155.864898989899,5.055793991,April,May to June,June to Sep,1178
Sherpur,Kharif 1,Lady’s Finger,680,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,181.08838383838383,2.517647059,April,May to June,June to Sep,1712
Sirajganj,Kharif 1,Lady’s Finger,484,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,142.85416666666666,1.564049587,April,May to June,June to Sep,757
Sunamganj,Kharif 1,Lady’s Finger,424,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,333.72557471264366,2.891509434,April,May to June,June to Sep,1226
Sylhet,Kharif 1,Lady’s Finger,248,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,333.72557471264366,1.076612903,April,May to June,June to Sep,267
Tangail,Kharif 1,Lady’s Finger,1138,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,153.4104938271605,1.98857645,April,May to June,June to Sep,2263
Thakurgaon,Kharif 1,Lady’s Finger,480,50.551818181818184,53.36272727272726,48.149090909090894,6.47,20.0,10.0,30,80.0,85,75,154.21843434343435,1.908333333,April,May to June,June to Sep,916
Bagerhat,Rabi,Lal Shak,559,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,144.96843434343435,1.516994633,Sep,Oct to Nov,Nov to Feb,848
Bandarban,Rabi,Lal Shak,190,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,243.94444444444446,2.284210526,Sep,Oct to Nov,Nov to Feb,434
Barguna,Rabi,Lal Shak,238,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,207.8076923076923,1.62605042,Sep,Oct to Nov,Nov to Feb,387
Barishal,Rabi,Lal Shak,761,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,175.42564102564103,1.534822602,Sep,Oct to Nov,Nov to Feb,1168
Bhola,Rabi,Lal Shak,439,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,185.23090277777777,1.633257403,Sep,Oct to Nov,Nov to Feb,717
Bogura,Rabi,Lal Shak,357,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,142.85416666666666,1.81512605,Sep,Oct to Nov,Nov to Feb,648
Brahmanbaria,Rabi,Lal Shak,720,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,185.75631313131314,1.790277778,Sep,Oct to Nov,Nov to Feb,1289
Chandpur,Rabi,Lal Shak,466,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,168.796875,1.9527897,Sep,Oct to Nov,Nov to Feb,910
Chapai Nawabganj,Rabi,Lal Shak,358,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,124.92,1.972067039,Sep,Oct to Nov,Nov to Feb,706
Chattogram,Rabi,Lal Shak,1105,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,243.94444444444446,1.81719457,Sep,Oct to Nov,Nov to Feb,2008
Chuadanga,Rabi,Lal Shak,503,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,129.44444444444446,2.252485089,Sep,Oct to Nov,Nov to Feb,1133
CoxsBazar,Rabi,Lal Shak,188,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,303.40277777777777,2.79787234,Sep,Oct to Nov,Nov to Feb,526
Cumilla,Rabi,Lal Shak,1293,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,185.75631313131314,2.174787316,Sep,Oct to Nov,Nov to Feb,2812
Dhaka,Rabi,Lal Shak,704,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,169.94262295081967,4.96875,Sep,Oct to Nov,Nov to Feb,3498
Dinajpur,Rabi,Lal Shak,427,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,154.21843434343435,1.43559719,Sep,Oct to Nov,Nov to Feb,613
Faridpur,Rabi,Lal Shak,261,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,155.864898989899,2.095785441,Sep,Oct to Nov,Nov to Feb,547
Feni,Rabi,Lal Shak,527,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,248.1727642276423,1.89373814,Sep,Oct to Nov,Nov to Feb,998
Gaibandha,Rabi,Lal Shak,315,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,179.6013888888889,1.412698413,Sep,Oct to Nov,Nov to Feb,445
Gazipur,Rabi,Lal Shak,336,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,169.94262295081967,1.485119048,Sep,Oct to Nov,Nov to Feb,499
Gopalganj,Rabi,Lal Shak,287,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,155.864898989899,2.069686411,Sep,Oct to Nov,Nov to Feb,594
Habiganj,Rabi,Lal Shak,253,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,333.72557471264366,1.786561265,Sep,Oct to Nov,Nov to Feb,452
Jamalpur,Rabi,Lal Shak,845,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,181.08838383838383,1.821301775,Sep,Oct to Nov,Nov to Feb,1539
Jashore,Rabi,Lal Shak,1123,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,134.2247474747475,2.310774711,Sep,Oct to Nov,Nov to Feb,2595
Jhallokati,Rabi,Lal Shak,487,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,175.42564102564103,1.176591376,Sep,Oct to Nov,Nov to Feb,573
Jhenaidah,Rabi,Lal Shak,729,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,134.2247474747475,2.288065844,Sep,Oct to Nov,Nov to Feb,1668
Joypurhat,Rabi,Lal Shak,198,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,142.85416666666666,2.04040404,Sep,Oct to Nov,Nov to Feb,404
Khagrachari,Rabi,Lal Shak,363,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,204.11111111111111,1.889807163,Sep,Oct to Nov,Nov to Feb,686
Khulna,Rabi,Lal Shak,502,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,144.96843434343435,1.639442231,Sep,Oct to Nov,Nov to Feb,823
Kishoreganj,Rabi,Lal Shak,365,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,181.08838383838383,1.690410959,Sep,Oct to Nov,Nov to Feb,617
Kurigram,Rabi,Lal Shak,394,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,179.6013888888889,1.870558376,Sep,Oct to Nov,Nov to Feb,737
Kushtia,Rabi,Lal Shak,629,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,129.44444444444446,3.162162162,Sep,Oct to Nov,Nov to Feb,1989
Lakshmipur,Rabi,Lal Shak,530,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,185.75631313131314,1.279245283,Sep,Oct to Nov,Nov to Feb,678
Lalmonirhat,Rabi,Lal Shak,387,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,179.6013888888889,1.84754522,Sep,Oct to Nov,Nov to Feb,715
Madaripur,Rabi,Lal Shak,481,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,160.41666666666666,1.85031185,Sep,Oct to Nov,Nov to Feb,890
Magura,Rabi,Lal Shak,118,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,134.2247474747475,2.033898305,Sep,Oct to Nov,Nov to Feb,240
Manikganj,Rabi,Lal Shak,278,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,169.94262295081967,1.755395683,Sep,Oct to Nov,Nov to Feb,488
Meherpur,Rabi,Lal Shak,244,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,129.44444444444446,4.028688525,Sep,Oct to Nov,Nov to Feb,983
Moulvibazar,Rabi,Lal Shak,560,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,333.72557471264366,2.005357143,Sep,Oct to Nov,Nov to Feb,1123
Munshiganj,Rabi,Lal Shak,414,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,169.94262295081967,2.299516908,Sep,Oct to Nov,Nov to Feb,952
Mymensingh,Rabi,Lal Shak,729,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,181.08838383838383,2.368998628,Sep,Oct to Nov,Nov to Feb,1727
Naogaon,Rabi,Lal Shak,535,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,124.92,1.794392523,Sep,Oct to Nov,Nov to Feb,960
Narail,Rabi,Lal Shak,390,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,134.2247474747475,1.905128205,Sep,Oct to Nov,Nov to Feb,743
Narayanganj,Rabi,Lal Shak,560,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,169.94262295081967,1.982142857,Sep,Oct to Nov,Nov to Feb,1110
Narsingdi,Rabi,Lal Shak,257,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,169.94262295081967,1.260700389,Sep,Oct to Nov,Nov to Feb,324
Natore,Rabi,Lal Shak,513,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,124.92,1.980506823,Sep,Oct to Nov,Nov to Feb,1016
Netrokona,Rabi,Lal Shak,187,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,181.08838383838383,2.122994652,Sep,Oct to Nov,Nov to Feb,397
Nilphamari,Rabi,Lal Shak,290,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,179.6013888888889,2.031034483,Sep,Oct to Nov,Nov to Feb,589
Noakhali,Rabi,Lal Shak,583,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,185.75631313131314,1.231560892,Sep,Oct to Nov,Nov to Feb,718
Pabna,Rabi,Lal Shak,620,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,124.92,2.472580645,Sep,Oct to Nov,Nov to Feb,1533
Panchagar,Rabi,Lal Shak,534,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,154.21843434343435,1.754681648,Sep,Oct to Nov,Nov to Feb,937
Patuakhali,Rabi,Lal Shak,156,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,207.8076923076923,0.858974359,Sep,Oct to Nov,Nov to Feb,134
Pirojpur,Rabi,Lal Shak,336,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,175.42564102564103,1.014880952,Sep,Oct to Nov,Nov to Feb,341
Rajbari,Rabi,Lal Shak,780,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,155.864898989899,3.966666667,Sep,Oct to Nov,Nov to Feb,3094
Rajshahi,Rabi,Lal Shak,1364,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,124.92,2.500733138,Sep,Oct to Nov,Nov to Feb,3411
Rangamati,Rabi,Lal Shak,294,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,204.11111111111111,1.258503401,Sep,Oct to Nov,Nov to Feb,370
Rangpur,Rabi,Lal Shak,980,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,179.6013888888889,1.535714286,Sep,Oct to Nov,Nov to Feb,1505
Satkhira,Rabi,Lal Shak,760,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,140.35353535353536,2.005263158,Sep,Oct to Nov,Nov to Feb,1524
Shariatpur,Rabi,Lal Shak,179,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,155.864898989899,3.016759777,Sep,Oct to Nov,Nov to Feb,540
Sherpur,Rabi,Lal Shak,364,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,181.08838383838383,2.046703297,Sep,Oct to Nov,Nov to Feb,745
Sirajganj,Rabi,Lal Shak,463,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,142.85416666666666,2.103671706,Sep,Oct to Nov,Nov to Feb,974
Sunamganj,Rabi,Lal Shak,483,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,333.72557471264366,2.991718427,Sep,Oct to Nov,Nov to Feb,1445
Sylhet,Rabi,Lal Shak,460,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,333.72557471264366,1.310869565,Sep,Oct to Nov,Nov to Feb,603
Tangail,Rabi,Lal Shak,486,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,153.4104938271605,1.927983539,Sep,Oct to Nov,Nov to Feb,937
Thakurgaon,Rabi,Lal Shak,426,77.76,48.44,19.79,6.25,20.0,15.0,25,75.0,80,70,154.21843434343435,1.70657277,Sep,Oct to Nov,Nov to Feb,727
Bagerhat,Rabi,Laushak,611,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,144.96843434343435,1.139116203,Sep,Oct to Nov,Nov to Feb,696
Bandarban,Rabi,Laushak,182,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,243.94444444444446,1.098901099,Sep,Oct to Nov,Nov to Feb,200
Barguna,Rabi,Laushak,227,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,207.8076923076923,1.105726872,Sep,Oct to Nov,Nov to Feb,251
Barishal,Rabi,Laushak,941,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,175.42564102564103,1.339001063,Sep,Oct to Nov,Nov to Feb,1260
Bhola,Rabi,Laushak,452,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,185.23090277777777,2.880530973,Sep,Oct to Nov,Nov to Feb,1302
Bogura,Rabi,Laushak,168,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,142.85416666666666,1.678571429,Sep,Oct to Nov,Nov to Feb,282
Brahmanbaria,Rabi,Laushak,246,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,185.75631313131314,1.317073171,Sep,Oct to Nov,Nov to Feb,324
Chandpur,Rabi,Laushak,553,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,168.796875,0.9403254973,Sep,Oct to Nov,Nov to Feb,520
Chapai Nawabganj,Rabi,Laushak,5,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,124.92,0.6,Sep,Oct to Nov,Nov to Feb,3
Chattogram,Rabi,Laushak,288,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,243.94444444444446,2.208333333,Sep,Oct to Nov,Nov to Feb,636
Chuadanga,Rabi,Laushak,44,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,129.44444444444446,3.409090909,Sep,Oct to Nov,Nov to Feb,150
CoxsBazar,Rabi,Laushak,120,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,303.40277777777777,1.116666667,Sep,Oct to Nov,Nov to Feb,134
Cumilla,Rabi,Laushak,667,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,185.75631313131314,2.026986507,Sep,Oct to Nov,Nov to Feb,1352
Dhaka,Rabi,Laushak,628,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,3.621019108,Sep,Oct to Nov,Nov to Feb,2274
Dinajpur,Rabi,Laushak,209,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,154.21843434343435,1.578947368,Sep,Oct to Nov,Nov to Feb,330
Faridpur,Rabi,Laushak,161,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,155.864898989899,1.242236025,Sep,Oct to Nov,Nov to Feb,200
Feni,Rabi,Laushak,111,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,248.1727642276423,1.261261261,Sep,Oct to Nov,Nov to Feb,140
Gaibandha,Rabi,Laushak,280,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,179.6013888888889,1.464285714,Sep,Oct to Nov,Nov to Feb,410
Gazipur,Rabi,Laushak,318,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,1.823899371,Sep,Oct to Nov,Nov to Feb,580
Gopalganj,Rabi,Laushak,319,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,155.864898989899,1.912225705,Sep,Oct to Nov,Nov to Feb,610
Habiganj,Rabi,Laushak,64,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,333.72557471264366,1.59375,Sep,Oct to Nov,Nov to Feb,102
Jamalpur,Rabi,Laushak,667,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,181.08838383838383,2.775112444,Sep,Oct to Nov,Nov to Feb,1851
Jashore,Rabi,Laushak,180,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,134.2247474747475,2.527777778,Sep,Oct to Nov,Nov to Feb,455
Jhallokati,Rabi,Laushak,350,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,175.42564102564103,3.56,Sep,Oct to Nov,Nov to Feb,1246
Jhenaidah,Rabi,Laushak,188,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,134.2247474747475,2.015957447,Sep,Oct to Nov,Nov to Feb,379
Joypurhat,Rabi,Laushak,23,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,142.85416666666666,1.782608696,Sep,Oct to Nov,Nov to Feb,41
Khagrachari,Rabi,Laushak,433,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,204.11111111111111,1.240184758,Sep,Oct to Nov,Nov to Feb,537
Khulna,Rabi,Laushak,243,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,144.96843434343435,1.613168724,Sep,Oct to Nov,Nov to Feb,392
Kishoreganj,Rabi,Laushak,146,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,181.08838383838383,1.602739726,Sep,Oct to Nov,Nov to Feb,234
Kurigram,Rabi,Laushak,363,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,179.6013888888889,2.482093664,Sep,Oct to Nov,Nov to Feb,901
Kushtia,Rabi,Laushak,25,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,129.44444444444446,2.2,Sep,Oct to Nov,Nov to Feb,55
Lakshmipur,Rabi,Laushak,621,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,185.75631313131314,1.037037037,Sep,Oct to Nov,Nov to Feb,644
Lalmonirhat,Rabi,Laushak,265,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,179.6013888888889,2.973584906,Sep,Oct to Nov,Nov to Feb,788
Madaripur,Rabi,Laushak,122,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,160.41666666666666,1.352459016,Sep,Oct to Nov,Nov to Feb,165
Magura,Rabi,Laushak,44,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,134.2247474747475,3.477272727,Sep,Oct to Nov,Nov to Feb,153
Manikganj,Rabi,Laushak,71,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,2.352112676,Sep,Oct to Nov,Nov to Feb,167
Meherpur,Rabi,Laushak,3,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,129.44444444444446,5.666666667,Sep,Oct to Nov,Nov to Feb,17
Moulvibazar,Rabi,Laushak,57,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,333.72557471264366,2.228070175,Sep,Oct to Nov,Nov to Feb,127
Munshiganj,Rabi,Laushak,378,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,1.031746032,Sep,Oct to Nov,Nov to Feb,390
Mymensingh,Rabi,Laushak,863,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,181.08838383838383,2.701042874,Sep,Oct to Nov,Nov to Feb,2331
Naogaon,Rabi,Laushak,76,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,124.92,0.75,Sep,Oct to Nov,Nov to Feb,57
Narail,Rabi,Laushak,133,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,134.2247474747475,3.22556391,Sep,Oct to Nov,Nov to Feb,429
Narayanganj,Rabi,Laushak,590,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,1.659322034,Sep,Oct to Nov,Nov to Feb,979
Narsingdi,Rabi,Laushak,125,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,169.94262295081967,0.84,Sep,Oct to Nov,Nov to Feb,105
Natore,Rabi,Laushak,203,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,124.92,1.177339901,Sep,Oct to Nov,Nov to Feb,239
Netrokona,Rabi,Laushak,177,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,181.08838383838383,1.920903955,Sep,Oct to Nov,Nov to Feb,340
Nilphamari,Rabi,Laushak,191,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,179.6013888888889,3.382198953,Sep,Oct to Nov,Nov to Feb,646
Noakhali,Rabi,Laushak,438,77.76,48.44,19.79,6.25,20.0,15.0,25,80.0,90,70,185.75631313131314,1.296803653,Sep,Oct to Nov,Nov to Feb,568
